IsLuxury,SquareFootage,NumBathrooms,CrimeRate,SchoolRating,RenovationQuality,LocalAmenities,DistanceToCityCenter,Garage_Yes
0,676.08,2.961567051,16.66,4.07,3.51,7.34,14.82,False
0,808.65,1.0,34.01,6.72,2.73,2.57,10.78,True
1,872.78,2.334516372,29.3,6.55,4.43,7.45,0.53,False
1,1758.29,2.053357734,22.51,4.66,7.31,0.53,24.88,True
0,979.48,1.0,23.15,8.73,4.52,2.72,20.29,False
1,1403.77,2.245573102,24.71,6.37,2.27,3.57,4.21,True
1,1140.45,1.009937892,7.86,5.27,4.48,10.0,29.13,False
1,1133.97,2.366869759,12.98,5.94,4.88,5.39,10.42,False
1,1199.42,2.913503183,63.52,7.38,9.77,6.47,0.39,False
0,986.66,3.051819002,46.58,5.94,3.46,4.78,8.3,False
0,550.0,1.007111348,28.31,5.02,4.15,1.86,14.36,True
1,1963.87,1.0,28.65,9.25,6.26,6.29,5.02,True
0,550.0,1.0,31.7,6.16,2.32,6.98,23.19,False
1,1349.61,2.476436083,44.57,5.17,5.93,1.66,10.41,True
1,2170.86,4.104887589,0.92,10.0,8.34,4.56,1.79,False
0,550.0,2.987709527,19.9,4.08,0.67,1.18,44.28,False
1,1457.02,3.355157356,66.17,6.0,4.6,4.97,15.12,False
0,1001.2,1.087321687,5.63,8.32,2.74,7.89,20.58,True
1,571.99,2.972086967,41.72,5.56,4.06,3.89,6.36,True
0,874.34,1.062189133,60.21,5.93,5.01,3.77,11.86,False
0,620.25,2.754721278,5.02,8.27,3.53,8.66,20.1,False
0,717.8,1.0,33.84,5.74,4.75,4.81,20.54,True
0,1115.97,1.923727113,20.35,7.28,4.01,3.06,28.38,False
0,1360.15,3.029874969,26.9,6.57,5.4,2.8,11.47,False
1,1523.73,4.419368764,1.99,6.48,7.57,9.6,16.7,False
1,820.43,3.946005316,6.66,7.52,6.67,2.34,11.73,False
0,1188.92,3.7371569,23.92,3.12,3.79,3.47,22.24,True
1,1860.12,3.247455309,48.81,5.99,6.35,10.0,33.0,True
1,855.68,3.565346125,14.53,10.0,4.3,6.51,2.16,False
0,1062.47,1.780468613,8.68,4.27,2.34,2.97,3.44,False
1,1314.29,3.455971987,7.08,10.0,8.71,4.71,4.14,True
0,550.0,1.709506186,36.12,6.0,2.65,4.0,0.59,False
0,1455.53,1.0,26.49,9.99,2.07,5.98,16.17,False
0,1034.69,1.0,34.97,3.51,4.19,6.7,8.53,True
0,984.45,2.371191137,26.24,9.45,4.07,5.48,7.91,False
1,1002.7,1.207103091,3.87,8.65,6.03,4.36,3.63,True
1,1065.79,2.161311881,23.03,7.35,8.39,10.0,10.25,True
1,759.96,4.326870364,19.22,2.38,2.62,4.61,17.47,True
0,678.96,1.69632144,11.45,5.97,3.83,8.46,4.07,False
1,1634.97,3.330735187,53.4,9.19,5.23,7.84,19.77,False
0,550.0,1.771851553,0.52,8.29,5.69,8.28,7.87,False
0,1002.01,1.940273697,19.42,6.24,1.75,5.28,5.38,False
0,550.0,1.856152489,47.44,2.99,1.89,1.8,23.32,True
1,1457.84,4.505308712,2.95,8.45,9.88,10.0,9.22,False
1,1216.33,4.233364334,11.06,10.0,7.31,6.96,13.57,False
1,1249.1,2.179147945,43.08,4.39,2.97,4.67,23.92,False
0,550.0,2.169073686,40.41,4.29,2.28,8.68,38.35,True
0,751.96,2.441461375,14.93,8.3,5.53,4.39,21.83,False
1,749.78,1.214083382,20.61,5.77,3.33,1.78,38.74,False
0,1412.23,4.6183379,35.62,8.64,2.78,1.8,52.57,True
1,965.69,2.995738568,55.69,7.95,4.97,8.89,13.75,False
1,1335.3,3.042876612,13.8,9.48,8.71,5.69,17.74,True
1,1809.96,2.46115053,39.12,7.23,8.07,9.0,8.12,True
1,1255.55,1.601128605,32.51,9.15,3.09,5.59,3.7,False
0,550.0,2.459170586,38.43,6.31,2.66,0.97,20.9,True
1,1523.17,2.209791231,57.21,7.65,5.91,1.47,11.07,False
0,682.7,2.087363198,20.91,8.04,3.75,5.97,17.84,False
0,1170.14,1.87755811,49.75,4.53,5.26,8.78,20.82,True
1,2188.24,2.233152941,52.02,8.54,10.0,10.0,6.12,False
1,651.47,2.292384385,71.64,9.4,4.43,5.47,5.9,False
0,550.0,1.0,39.89,3.21,0.56,0.29,20.42,True
0,550.0,1.0,39.53,1.42,5.45,2.58,3.15,False
0,1230.45,2.30162851,69.56,8.38,4.71,6.6,4.14,False
1,1417.36,2.156583472,30.53,6.14,4.88,5.51,9.05,True
1,711.07,2.233267113,44.44,3.94,2.04,5.28,35.83,False
1,891.62,2.994777105,55.85,7.33,2.34,3.92,1.34,False
1,550.0,3.206384749,28.46,5.88,5.04,8.56,19.83,False
0,1318.79,1.0,11.63,7.22,5.45,10.0,3.59,True
0,1158.98,1.0,23.96,10.0,7.03,0.8,20.01,True
1,1662.03,2.189836383,37.76,7.58,6.38,8.52,18.11,False
0,1551.81,2.056572628,23.05,8.45,1.87,2.58,11.65,False
0,1083.87,3.084012401,25.99,9.39,7.3,5.83,17.99,False
0,851.23,2.489114035,54.61,4.71,5.79,0.39,11.08,False
1,1545.13,3.611388515,55.25,8.9,10.0,9.5,25.07,False
1,1022.41,4.999980758,46.27,8.9,3.88,0.36,2.84,False
1,1215.43,2.226951959,25.14,8.95,5.25,2.96,12.0,False
1,821.43,3.767153873,21.32,8.24,4.44,8.25,1.93,False
1,1016.68,2.970817977,29.23,5.19,4.54,2.93,11.7,True
0,550.0,2.412895416,19.0,7.73,5.21,4.76,2.67,True
0,679.42,1.324548657,11.39,6.62,5.3,4.69,28.79,False
0,1500.21,1.384003857,78.98,1.94,2.14,7.25,6.1,True
1,550.0,3.069548929,8.56,8.08,6.23,10.0,27.66,True
1,1006.86,1.756899634,46.62,6.83,4.43,10.0,5.46,False
0,818.02,2.329951319,19.43,7.2,6.46,6.09,8.78,False
0,587.12,1.976201942,24.81,3.83,3.24,8.96,25.54,False
1,1233.39,2.485825649,42.39,5.92,4.16,9.68,39.45,True
1,1842.17,2.913336189,56.05,10.0,5.76,2.53,13.22,False
1,1486.54,3.402016145,26.56,6.66,8.1,5.66,3.2,False
0,1146.31,1.789572781,55.74,2.62,0.4,6.96,18.88,False
0,1155.62,2.661662202,52.83,8.95,7.58,9.69,16.96,False
0,811.98,1.582626695,57.14,2.85,2.88,6.11,43.08,False
0,1391.84,3.450977844,58.39,6.8,4.81,9.48,37.51,False
1,1176.34,3.44890261,2.57,8.56,6.87,1.27,16.69,False
1,1728.37,3.703794345,38.83,5.11,1.5,5.06,1.26,False
1,843.91,2.784203609,34.3,8.36,5.99,6.24,9.36,True
0,930.21,2.15092336,40.66,4.14,5.51,5.03,26.76,False
1,551.61,2.658446462,35.1,4.73,5.31,1.16,13.3,False
1,1292.55,3.710544345,24.5,7.93,5.59,2.02,1.19,True
1,1412.25,1.827928206,24.89,6.09,8.8,10.0,2.22,True
1,638.38,1.465766762,46.29,10.0,8.61,6.79,1.33,True
0,550.0,1.0,60.39,0.62,0.11,6.78,4.33,False
0,550.0,1.0,18.27,5.05,3.53,8.5,22.34,False
0,1520.84,1.407801731,32.04,5.66,3.12,5.09,28.71,False
0,550.0,1.859648866,27.45,5.59,2.85,10.0,1.86,False
1,550.0,4.2893013,87.84,10.0,5.47,10.0,2.76,True
0,626.39,1.0,28.35,7.64,5.32,2.11,13.39,False
0,550.0,2.023009426,33.05,3.4,0.16,6.58,37.2,False
1,1552.01,1.946009718,25.11,8.92,8.3,10.0,1.68,True
0,550.0,2.766672323,25.47,7.55,3.47,8.45,24.57,False
0,847.5,1.768158493,26.28,8.92,3.17,7.75,5.01,False
1,1036.74,2.751349972,36.4,8.78,3.95,6.95,10.75,False
1,1011.88,3.487228436,66.43,6.08,3.59,6.83,23.36,True
0,1074.05,1.42286577,36.09,6.79,5.01,7.48,31.21,False
0,550.0,2.562609311,16.07,6.97,6.42,4.33,27.16,True
1,1220.62,3.1857655,55.9,6.39,4.31,10.0,1.98,False
0,931.48,2.706369616,23.97,6.56,5.83,6.17,23.8,False
0,550.0,2.087067938,39.14,7.04,3.83,7.82,3.71,False
1,1074.82,1.715567652,43.43,6.33,4.67,8.34,1.09,True
1,1782.12,2.33232165,41.62,9.15,5.5,5.4,21.9,False
1,678.77,1.595301277,37.69,7.07,3.06,4.84,15.71,True
0,1599.41,1.512261832,7.56,7.25,3.94,2.09,15.78,False
0,550.0,1.0,30.77,5.96,3.03,5.44,40.47,True
1,974.78,1.507927962,58.37,6.12,5.32,1.06,33.7,False
1,1758.17,1.499267324,18.38,9.42,5.74,10.0,3.43,False
0,740.44,1.0,8.61,7.58,5.88,9.09,9.82,False
0,550.0,1.693840617,18.1,5.93,3.99,6.08,13.94,False
1,901.77,3.841542041,2.35,9.15,8.27,5.61,14.98,True
0,1073.95,3.209491202,36.18,7.35,6.17,7.08,15.17,False
0,600.98,2.060786157,15.37,5.54,5.33,3.49,17.32,False
0,894.95,1.344163861,48.4,3.33,0.57,6.86,22.48,False
1,550.0,1.012144846,78.04,3.55,0.05,9.67,18.31,False
1,550.0,1.678418426,21.93,6.26,4.4,0.06,5.24,True
0,674.53,2.08013877,1.4,9.08,6.34,6.5,20.7,False
0,740.05,1.138505626,43.7,1.48,3.62,5.27,26.24,False
0,1152.07,1.427601103,6.0,5.43,4.1,6.18,20.6,False
1,550.0,3.99467456,65.17,7.15,6.29,8.77,18.77,True
1,951.57,2.919625701,44.36,4.16,4.87,7.69,16.57,True
1,1752.42,2.625927668,23.14,8.27,5.2,8.38,27.07,True
0,859.61,1.0,16.86,8.9,4.82,10.0,8.63,False
1,1288.75,2.587117573,17.19,9.73,8.13,7.24,6.83,False
0,1082.1,1.728196092,19.5,6.4,5.15,5.65,25.34,False
1,1027.16,2.300659761,49.78,5.84,5.23,5.67,28.55,False
1,1801.97,2.18251772,28.16,7.3,5.21,8.11,8.29,False
0,1048.72,1.872245449,44.31,6.11,4.94,5.27,30.34,False
1,550.0,1.304654498,6.33,6.07,0.05,3.59,41.07,True
0,1258.21,1.714074971,29.21,6.51,2.58,4.89,18.27,True
1,1423.76,1.251325454,33.88,9.58,7.77,9.86,20.74,False
1,1036.05,2.013444751,44.88,5.18,4.77,4.76,12.16,False
0,1659.9,4.04552027,32.54,9.81,8.44,7.65,3.71,False
0,1003.91,4.886921341,22.46,9.11,5.88,7.83,13.42,False
1,859.22,2.852049712,32.85,6.8,6.85,7.23,0.68,False
0,755.33,1.410790541,41.03,7.33,2.23,2.17,25.81,False
0,625.88,1.0,27.68,7.61,4.35,3.67,0.43,False
0,550.0,3.317364317,63.27,9.06,6.26,10.0,15.72,False
1,1075.66,1.965149506,16.71,9.89,7.91,8.66,3.14,False
0,662.79,2.085815753,65.46,7.45,6.12,8.18,26.34,True
1,862.04,1.502217798,7.96,6.83,6.3,4.16,14.97,False
1,1009.33,1.321191534,3.24,8.34,6.3,6.52,10.19,False
0,550.0,1.0,35.85,7.29,1.34,5.19,17.35,False
1,2117.97,3.11077337,32.06,6.31,5.13,8.24,7.86,False
1,1348.39,3.596131658,45.88,4.04,3.26,7.9,17.06,True
1,913.84,1.0,6.08,8.21,1.42,8.05,20.77,True
0,1113.68,1.655995692,7.55,10.0,7.8,3.89,16.44,False
1,883.65,1.698234376,69.75,6.29,1.29,6.63,15.06,False
0,550.0,3.018787009,18.32,5.71,2.11,1.55,32.93,True
0,550.0,2.12827974,38.48,6.9,2.6,2.82,25.27,True
0,550.0,1.193013284,27.49,7.55,6.15,9.79,12.97,False
1,1230.72,3.707905296,16.19,9.63,7.08,6.48,3.11,False
1,1647.17,2.425216305,1.55,6.23,6.23,0.54,0.32,False
0,550.0,2.49519446,28.5,5.24,2.34,0.93,9.32,False
0,1051.64,3.319745999,23.99,10.0,8.93,7.33,3.84,False
0,968.74,2.406639445,1.9,5.84,4.86,8.85,22.42,False
1,1181.53,3.990125472,69.19,5.17,5.31,7.97,37.44,False
1,1037.77,2.157451619,60.16,4.92,4.67,1.55,18.15,True
1,1019.73,1.225188585,15.02,6.47,4.93,6.21,19.41,False
0,550.0,1.662954171,45.08,6.71,4.96,0.11,14.72,False
0,622.21,2.95770453,73.07,5.49,6.73,7.75,7.32,False
0,1286.1,1.407204175,21.9,5.48,1.75,9.1,13.59,False
0,550.0,2.176413203,4.42,5.63,4.46,5.94,25.18,True
0,725.08,1.479163353,35.79,8.39,4.46,5.75,37.23,True
0,550.0,2.527090512,38.34,5.51,4.84,5.13,0.26,False
0,1917.9,1.0,35.89,7.54,3.85,4.69,36.98,True
0,1300.04,1.863375947,19.04,7.45,5.06,3.63,7.89,True
0,730.57,1.605005255,38.1,6.49,4.84,5.3,0.68,True
0,660.2,2.684531034,9.16,5.98,4.36,0.09,13.61,False
0,1231.41,1.133459125,69.66,4.64,6.27,10.0,13.0,True
1,1287.98,2.412537863,27.01,7.6,3.63,6.94,3.9,False
1,981.2,2.840765761,51.73,10.0,6.77,8.37,11.81,True
0,1299.01,1.0,26.34,6.35,2.41,0.88,41.07,False
1,965.33,1.415116037,81.77,7.84,6.75,5.27,0.97,False
0,550.0,2.348662858,43.15,4.14,6.95,3.29,12.36,False
0,1167.24,1.066872317,50.25,3.91,1.76,7.1,31.29,True
1,1551.28,2.563582951,47.68,8.93,6.58,3.67,6.16,False
1,2277.23,1.654620241,15.61,7.12,7.51,9.3,41.6,True
1,550.0,1.249857823,44.77,3.23,2.01,7.22,32.73,False
1,1196.66,1.0,14.05,6.1,4.82,4.3,17.73,False
0,989.32,1.189819741,21.41,7.99,3.33,0.99,30.11,False
0,803.03,1.419109694,2.6,7.11,4.16,9.17,41.89,False
1,1613.59,2.596393279,35.29,6.69,7.75,3.3,1.64,True
0,550.0,1.900538373,7.27,5.83,3.37,7.12,6.35,True
1,2013.79,3.610059878,46.11,10.0,8.67,6.86,32.89,False
1,1093.65,2.876342608,50.52,8.35,8.8,10.0,11.85,False
1,927.23,3.076841003,16.65,8.27,7.94,10.0,6.73,True
1,1526.53,2.063532157,13.63,8.38,7.83,1.28,2.5,False
1,956.73,2.804388006,7.56,9.87,6.42,3.5,11.36,True
1,550.0,3.609200543,29.77,7.49,5.26,1.8,14.78,True
1,904.54,1.0,5.45,7.75,3.95,4.59,47.52,False
0,550.0,1.098212074,2.88,9.72,6.01,9.6,46.7,False
0,917.3,1.0,5.74,5.71,4.4,5.18,11.6,True
0,937.22,1.40045717,10.91,3.43,2.02,6.44,9.65,False
1,1471.77,1.455270599,27.97,5.13,4.84,10.0,5.05,False
1,1729.0,3.578398802,45.88,4.55,8.5,5.73,6.0,True
0,975.14,1.846463195,25.52,4.21,4.9,4.68,8.71,False
1,676.49,3.222117992,37.66,9.4,9.02,6.68,13.62,True
1,1511.53,2.936296638,6.65,7.44,6.42,3.81,1.14,True
1,2132.54,3.325386983,6.96,6.02,7.42,10.0,6.67,True
0,550.0,1.0,41.13,2.88,0.29,4.47,15.4,False
0,1024.17,1.233902801,10.84,8.12,3.26,3.27,21.83,False
1,1325.96,3.018469634,13.03,10.0,7.64,5.46,8.51,False
0,550.0,4.998606692,23.41,7.15,7.09,4.58,5.52,False
1,1438.21,1.0,15.76,8.07,5.15,6.63,24.15,True
0,1381.83,1.982966373,6.93,8.27,7.72,6.65,2.17,True
0,2080.79,2.726898475,5.92,10.0,7.75,9.4,52.51,False
1,550.0,1.703929686,49.5,5.67,6.6,1.91,17.93,False
1,1267.8,1.302946708,13.36,6.95,4.81,2.13,25.54,False
1,1491.29,1.779273074,34.76,7.03,6.78,9.1,37.53,False
0,1115.34,1.857196917,32.43,5.35,3.93,1.74,7.48,True
0,1296.88,3.229495602,18.2,7.48,5.95,3.44,16.93,True
1,550.0,1.263644159,75.14,4.85,2.6,8.7,38.89,False
0,1076.36,2.332579938,39.77,6.98,3.58,6.73,41.21,False
0,611.52,1.441540934,52.44,6.59,3.73,3.77,2.83,False
0,550.0,2.234515978,5.1,5.01,5.39,1.7,18.79,True
1,1649.83,2.09443974,27.17,9.57,5.48,4.36,9.93,False
1,767.05,3.965985384,33.59,8.62,6.6,8.49,25.5,True
0,728.37,2.083390644,63.51,3.96,4.62,5.71,2.55,False
0,550.0,1.0192618,28.0,7.78,3.79,8.08,23.21,True
0,774.03,1.0,6.63,4.88,4.5,7.34,36.53,True
0,1507.02,1.885689482,37.08,8.02,6.75,10.0,5.19,False
0,620.84,1.762192488,19.36,5.13,4.53,1.88,6.75,True
1,1358.99,1.613292711,51.8,7.26,5.81,3.47,7.19,True
0,663.23,2.851278161,0.32,8.05,6.14,6.63,19.92,False
0,923.61,2.961605775,37.14,10.0,5.95,4.15,3.43,True
0,841.15,1.308683588,22.73,5.22,3.58,5.29,2.85,True
0,1103.23,2.392219123,32.79,5.69,4.88,10.0,14.39,False
0,1066.25,1.464714733,47.32,7.61,4.03,5.18,23.71,False
1,851.21,2.449189878,28.03,8.69,4.27,4.52,10.15,False
1,1300.92,2.424506922,69.29,5.45,5.63,7.42,5.97,False
1,550.0,2.774053074,9.0,8.66,8.44,5.98,33.38,True
1,709.99,2.171777158,34.29,6.29,5.3,7.16,21.73,False
1,794.53,2.09065174,6.72,6.92,4.86,5.09,33.23,False
0,550.0,1.395192672,19.96,4.47,1.71,6.1,8.63,False
0,709.19,3.504748093,37.96,4.45,3.27,4.64,26.61,False
1,767.32,1.450274148,18.66,8.31,6.21,9.48,14.04,True
0,849.06,1.0,46.06,6.26,5.21,2.72,2.22,False
1,1119.09,1.0,5.43,10.0,6.47,8.43,24.92,False
0,550.0,1.0,25.03,8.09,2.27,5.72,11.71,False
1,1289.99,1.994528184,65.22,8.19,8.44,10.0,11.6,False
1,644.51,1.84726518,7.0,5.33,3.29,0.0,30.3,False
1,1005.18,1.0,37.95,8.4,5.86,4.18,0.73,False
0,550.0,2.92510514,14.54,7.19,6.72,4.7,24.19,False
1,694.21,3.480775339,27.12,9.72,5.91,4.44,14.72,True
0,620.16,2.72756195,17.78,7.89,8.31,8.74,21.63,False
1,1064.85,1.798922461,48.73,5.78,5.43,3.68,10.71,True
1,684.72,1.271397969,49.92,7.01,4.64,3.95,14.25,True
1,681.71,1.779372596,28.4,4.69,3.41,8.92,19.73,False
0,808.87,2.190712915,57.33,6.88,6.23,8.15,31.87,True
0,1173.33,1.422041737,9.73,5.7,3.85,8.9,3.03,True
0,1315.31,1.0,10.45,5.47,4.35,0.69,31.28,True
0,550.0,1.9611634,15.79,9.48,5.8,7.97,44.76,True
0,639.73,3.408042138,24.76,7.21,1.95,1.71,3.75,True
0,550.0,1.635596376,56.27,5.93,5.31,3.33,27.74,False
1,1291.17,1.996135667,44.5,7.1,6.39,10.0,5.7,False
0,669.92,2.380819754,18.26,7.34,9.02,3.52,47.98,True
0,1095.56,1.0,61.97,10.0,4.12,0.06,11.87,True
0,1396.28,1.0,50.85,8.63,5.15,4.85,26.49,False
0,1401.23,3.168090756,13.1,10.0,8.73,7.79,7.32,True
1,1385.27,3.099923192,29.36,7.38,3.76,2.65,17.41,False
1,550.0,3.701446535,22.01,5.09,4.2,5.98,2.18,False
0,1000.46,1.0,37.13,8.46,6.77,6.02,26.4,False
1,1610.19,3.407147807,46.55,7.74,3.69,3.17,15.19,True
0,550.0,1.512036654,48.56,5.61,3.01,2.41,29.35,False
1,947.97,2.259402287,30.08,6.66,2.87,6.68,9.06,True
0,914.69,1.374287766,56.66,6.89,5.6,6.14,15.57,True
1,583.7,3.028919678,8.83,10.0,4.73,1.63,23.17,True
1,1057.49,1.795121972,81.73,6.44,5.25,9.34,38.51,False
0,1079.7,3.375814528,32.65,6.14,2.06,8.36,18.69,False
1,832.82,2.511030586,27.69,7.08,3.26,6.5,22.94,False
1,1099.16,1.0,30.78,6.74,4.15,4.07,6.23,True
1,1465.72,1.344945866,18.56,7.39,9.01,10.0,15.79,False
0,550.0,2.139813931,63.47,5.44,2.23,5.67,21.86,True
0,713.54,1.80045629,53.52,5.63,5.63,0.56,48.16,False
0,1275.64,1.165589586,18.05,8.55,8.86,9.86,13.27,False
1,1294.28,2.651101436,25.49,4.86,4.57,2.12,1.9,False
0,674.92,1.482465766,87.5,2.63,5.85,8.34,19.77,True
0,739.23,1.617846731,38.27,6.59,5.13,4.05,31.78,False
0,550.0,1.0,56.61,5.73,3.88,3.84,20.65,False
1,1179.23,1.760268889,6.87,9.22,5.05,10.0,4.74,False
0,550.0,2.353794177,51.56,8.12,2.71,3.69,24.62,False
0,588.65,4.046911078,24.47,7.4,5.03,5.19,12.29,True
1,1408.7,1.0,42.0,7.74,6.53,6.07,1.46,False
1,977.03,1.0,55.6,9.22,5.83,6.51,21.83,False
0,2061.42,1.0,0.75,8.5,6.03,10.0,10.03,False
1,1786.61,1.863391522,17.74,5.86,5.42,4.45,4.07,False
0,1204.82,1.11531682,33.08,6.64,4.8,1.6,21.04,False
0,713.43,1.881944906,22.11,10.0,5.75,4.81,34.26,False
1,1316.87,1.509911187,28.12,7.3,6.67,4.93,1.99,False
0,804.51,1.759757386,61.67,8.55,5.44,6.9,13.14,True
0,995.86,1.971972027,30.89,6.13,5.7,1.97,2.42,False
0,550.0,1.461690019,22.66,6.85,6.21,10.0,42.5,False
1,1239.34,2.674871371,36.4,8.71,4.93,5.07,5.85,False
1,1909.91,2.342434738,23.62,7.3,9.72,6.62,20.02,True
0,1623.34,1.49418135,33.47,7.04,6.08,3.01,0.22,False
0,947.18,3.566541355,20.65,10.0,5.46,5.1,31.7,True
1,550.0,1.0,60.08,6.17,3.07,9.15,19.48,False
0,1662.26,1.0,39.39,7.78,6.4,7.5,29.95,False
1,1539.17,3.217609257,58.9,6.1,8.1,0.54,9.73,False
0,675.76,1.403429591,18.34,5.91,3.58,5.29,23.73,True
1,1790.43,2.397855496,58.46,7.51,3.97,0.33,27.7,True
0,550.0,2.139260305,16.39,4.86,1.47,7.01,28.71,False
0,1166.68,1.972668539,46.65,4.42,5.15,9.89,33.9,True
0,876.12,1.725063976,21.6,6.79,6.48,6.65,17.08,True
0,1046.79,1.98348192,43.06,7.45,3.98,7.6,5.36,False
0,679.22,2.302685334,34.8,4.02,3.26,5.58,27.36,True
1,1305.44,2.301192177,12.72,9.28,6.3,5.41,7.95,False
1,1754.53,1.0,19.18,7.6,6.92,6.81,20.8,False
0,1417.34,1.508624625,37.63,2.66,3.73,7.72,13.47,False
1,1974.31,1.486558031,29.23,9.49,6.45,5.21,0.73,False
0,550.0,3.126635075,47.34,4.73,4.58,6.05,0.1,True
1,1376.09,2.190206818,24.4,7.3,7.01,8.49,23.46,True
0,1334.67,4.585116892,25.39,10.0,7.51,10.0,15.24,False
1,1274.43,2.431466986,28.74,5.92,6.57,2.96,2.02,False
1,1553.28,4.236750505,18.2,6.01,6.71,7.96,0.44,False
1,550.0,3.23470237,30.57,6.25,6.52,7.78,26.0,True
0,589.22,1.983390394,43.84,5.24,5.43,5.96,37.08,False
1,1127.34,2.898360542,31.66,8.17,4.34,3.01,2.98,False
1,1229.28,1.941510448,63.14,8.22,6.08,8.9,28.62,False
1,1201.84,2.861316886,49.9,5.15,7.79,8.87,10.94,True
1,1454.39,3.498933636,22.2,7.65,2.88,0.26,24.44,True
1,1531.23,1.0,32.08,9.31,4.74,5.21,18.23,True
1,1042.11,2.397479392,25.92,10.0,5.05,10.0,3.85,False
1,1808.71,5.533968579,20.24,9.5,7.24,4.69,5.86,False
1,1536.89,3.819749264,33.68,9.39,5.65,4.17,1.92,False
1,862.05,1.303045059,39.39,8.65,3.04,5.92,24.69,False
0,612.23,2.101831983,1.66,6.16,1.61,4.21,35.46,False
1,1559.54,3.56385899,41.23,7.81,7.17,7.43,16.29,False
1,1003.45,2.693914127,45.02,7.42,8.6,2.09,13.37,False
0,561.54,3.811442591,56.63,7.45,6.09,8.6,33.07,False
1,1484.37,4.788160012,4.54,9.1,4.93,7.21,2.99,True
0,550.0,2.35248365,10.86,10.0,5.59,6.95,25.11,False
1,943.16,4.387027739,22.28,7.7,7.82,1.53,12.99,False
0,1400.29,3.652630768,15.64,5.88,6.58,3.06,39.42,False
0,550.0,1.0,32.58,2.76,4.08,4.1,8.55,True
1,1493.58,2.728714736,45.13,6.97,6.44,9.52,17.26,False
0,568.77,1.595155323,12.68,5.61,2.12,4.98,9.11,True
1,1194.44,3.873847494,21.81,9.99,5.96,5.04,13.02,False
1,2089.87,3.511860681,39.12,7.01,7.35,3.19,12.44,False
0,550.0,2.123850237,52.52,5.14,1.24,5.82,51.27,True
1,1924.5,4.75024031,5.92,9.0,8.96,10.0,31.24,True
0,953.51,2.395610555,43.08,6.65,3.98,1.66,14.43,False
0,1290.08,3.25108953,40.42,6.71,5.49,2.64,35.93,False
1,1522.63,3.818857401,15.76,8.62,5.39,5.12,6.4,False
1,1524.87,1.0,52.56,6.46,5.52,7.62,9.63,False
1,1096.86,1.0,37.71,6.21,3.76,6.18,21.54,False
0,550.0,2.075060066,45.15,3.74,4.21,5.43,25.49,True
1,1484.12,1.070599806,54.78,4.28,4.44,5.03,5.03,False
1,1017.82,3.495748622,24.67,8.35,7.13,4.67,9.35,False
0,749.4,1.172642093,58.3,4.86,2.27,2.08,15.34,False
0,550.0,1.748066533,32.22,8.06,3.04,2.67,16.26,True
1,1120.54,2.551644162,27.84,9.72,6.66,4.42,15.37,True
1,550.0,1.523532467,26.45,5.26,6.22,1.48,16.64,False
1,2031.17,4.016232056,17.64,10.0,9.63,4.75,19.47,True
1,915.16,3.496440954,42.14,6.91,3.88,4.53,47.98,False
1,2027.42,3.263161801,16.38,8.42,6.99,2.96,20.56,True
1,877.95,3.125308917,17.89,5.62,5.44,9.26,17.3,True
1,1356.47,2.446400298,32.25,8.38,6.04,8.61,1.45,False
0,1496.01,2.357424178,35.22,5.52,2.59,5.43,24.73,False
0,550.0,1.0,43.13,6.83,2.29,1.48,30.68,True
0,823.84,4.10201549,46.56,5.51,6.45,8.73,3.12,False
1,935.24,2.899264769,44.61,5.93,7.52,7.36,6.49,True
0,641.56,2.468336933,22.57,7.85,3.18,5.82,43.79,False
1,1129.74,1.988186489,29.21,8.36,4.2,4.98,35.49,False
1,1216.55,3.020158941,31.08,6.71,2.29,1.14,7.25,False
0,743.76,1.0,27.75,7.74,3.18,6.87,21.02,True
0,646.73,1.034887379,34.81,7.41,5.82,5.6,38.04,True
1,550.0,1.521706589,44.88,6.67,5.81,7.62,21.17,True
1,1820.84,3.142204794,29.79,7.98,4.6,4.11,9.1,True
0,550.0,2.217590745,42.04,5.86,1.47,7.12,20.0,False
1,1471.13,1.577243614,27.6,10.0,5.94,8.7,6.22,False
1,1529.15,4.827061428,51.26,7.04,6.86,8.21,19.48,True
0,1107.54,1.0,10.61,4.75,0.6,5.12,14.18,False
0,550.0,1.767994686,48.02,6.21,5.49,4.75,19.32,False
1,1183.17,1.223493486,36.09,10.0,5.8,8.66,6.84,False
1,1320.57,2.197676665,28.32,5.92,7.96,10.0,12.79,False
1,1631.08,2.262322201,14.35,8.72,7.37,7.25,7.86,False
0,1125.46,1.465474098,70.03,5.99,4.79,6.16,20.3,False
1,1356.68,3.554689999,58.21,7.23,9.26,6.34,18.52,False
1,770.63,2.704900449,29.63,7.58,6.88,7.85,19.75,True
0,748.96,1.0,18.0,5.72,6.02,9.7,10.13,True
0,691.76,2.359088575,0.9,6.66,3.69,9.03,34.03,True
1,1152.86,4.122081815,38.81,7.03,6.48,5.8,0.0,False
1,1607.84,1.713267348,34.17,9.18,6.61,5.46,21.75,False
0,1184.13,3.210561138,20.35,8.69,4.82,10.0,5.09,False
0,550.0,2.386793564,49.17,4.14,4.23,7.72,8.55,False
1,550.0,4.963092617,28.71,6.8,3.42,6.13,16.95,False
0,1910.13,2.388892315,27.27,7.85,5.55,7.55,1.99,False
0,550.0,1.645366964,39.22,6.02,1.32,1.94,38.69,True
