time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city,month,month_name,season,weekend
2023-12-03,0.8,-2.6,4.6,1.8,8.0,,3.9,,1014.1,,Spokane,12,December,Winter,Yes
2023-12-04,2.7,1.3,4.1,3.0,5.0,,0.4,,1020.6,,Spokane,12,December,Winter,No
2023-12-05,10.6,3.5,13.0,14.2,0.0,,10.1,,1016.8,,Spokane,12,December,Winter,No
2023-12-06,9.1,8.5,10.2,16.3,0.0,,4.3,,1007.8,,Spokane,12,December,Winter,No
2023-12-07,5.5,3.5,8.0,3.3,0.0,,15.0,,1008.3,,Spokane,12,December,Winter,No
2023-12-08,1.9,-2.0,6.3,0.0,0.0,,8.1,,1023.0,,Spokane,12,December,Winter,No
2023-12-09,-0.8,-3.1,1.3,8.4,0.0,,2.6,,1030.3,,Spokane,12,December,Winter,Yes
2023-12-10,1.8,0.8,3.0,11.2,15.0,,2.6,,1022.3,,Spokane,12,December,Winter,Yes
2023-12-11,2.7,1.3,4.6,0.3,8.0,,0.4,,1024.0,,Spokane,12,December,Winter,No
2023-12-12,3.2,2.4,4.6,0.0,5.0,,0.3,,1028.6,,Spokane,12,December,Winter,No
2023-12-13,1.0,-0.9,4.1,0.0,3.0,,3.6,,1027.8,,Spokane,12,December,Winter,No
2023-12-14,1.0,-1.5,3.5,0.0,0.0,,3.9,,1026.6,,Spokane,12,December,Winter,No
2023-12-15,1.7,-0.9,5.8,0.0,0.0,,0.7,,1030.4,,Spokane,12,December,Winter,No
2023-12-16,0.0,-1.5,1.9,0.0,0.0,,2.8,,1026.2,,Spokane,12,December,Winter,Yes
2023-12-17,1.2,0.2,2.4,0.0,0.0,,2.6,,1027.2,,Spokane,12,December,Winter,Yes
2023-12-18,1.8,-0.4,4.1,1.8,0.0,,3.0,,1014.3,,Spokane,12,December,Winter,No
2023-12-19,3.9,2.4,5.8,2.8,0.0,,1.5,,1008.9,,Spokane,12,December,Winter,No
2023-12-20,5.2,3.0,7.4,0.0,0.0,,1.2,,1015.5,,Spokane,12,December,Winter,No
2023-12-21,3.5,1.9,4.6,0.0,0.0,,3.7,,1019.9,,Spokane,12,December,Winter,No
2023-12-22,1.7,0.8,3.0,3.0,0.0,,7.6,,1014.9,,Spokane,12,December,Winter,No
2023-12-23,-0.3,-3.1,1.9,0.0,0.0,,6.6,,1025.5,,Spokane,12,December,Winter,Yes
2023-12-24,-1.7,-3.7,1.9,0.0,0.0,,4.4,,1028.5,,Spokane,12,December,Winter,Yes
2023-12-25,0.0,-2.6,3.5,0.0,0.0,,4.6,,1028.2,,Spokane,12,December,Winter,No
2023-12-26,0.9,-0.4,1.9,2.0,0.0,,2.5,,1025.6,,Spokane,12,December,Winter,No
2023-12-27,2.0,-0.9,4.1,0.0,0.0,,2.8,,1020.7,,Spokane,12,December,Winter,No
2023-12-28,2.7,-0.4,6.9,0.0,0.0,,2.4,,1025.4,,Spokane,12,December,Winter,No
2023-12-29,3.9,1.3,9.1,0.0,0.0,,2.2,,1020.7,,Spokane,12,December,Winter,No
2023-12-30,2.2,-0.9,6.3,0.0,0.0,,2.8,,1017.5,,Spokane,12,December,Winter,Yes
2023-12-31,2.8,0.8,5.8,0.3,0.0,,1.1,,1021.9,,Spokane,12,December,Winter,Yes
2024-01-01,1.8,0.8,3.0,0.0,0.0,,3.5,,1026.5,,Spokane,1,January,Winter,No
2024-01-02,2.2,1.2,4.6,0.0,0.0,,1.6,,1021.2,,Spokane,1,January,Winter,No
2024-01-03,2.7,1.2,4.1,1.3,0.0,,4.2,,1017.7,,Spokane,1,January,Winter,No
2024-01-04,2.9,1.3,4.1,0.5,0.0,,6.0,,1020.5,,Spokane,1,January,Winter,No
2024-01-05,3.0,1.3,4.1,0.0,0.0,,9.9,,1021.7,,Spokane,1,January,Winter,No
2024-01-06,2.7,1.3,5.2,4.8,0.0,,11.4,,1005.8,,Spokane,1,January,Winter,Yes
2024-01-07,-0.3,-1.5,1.3,0.0,3.0,,6.9,,1013.5,,Spokane,1,January,Winter,Yes
2024-01-08,-1.6,-5.4,0.8,3.8,3.0,,4.4,,1019.6,,Spokane,1,January,Winter,No
2024-01-09,3.3,1.3,4.6,7.1,5.0,,28.4,,1000.2,,Spokane,1,January,Winter,No
2024-01-10,0.4,-1.5,1.9,0.0,3.0,,10.3,,1001.9,,Spokane,1,January,Winter,No
2024-01-11,-2.9,-8.1,-0.4,0.0,3.0,,9.4,,1005.3,,Spokane,1,January,Winter,No
2024-01-12,-15.8,-19.8,-9.2,0.0,0.0,,13.9,,1023.4,,Spokane,1,January,Winter,No
2024-01-13,-18.4,-22.0,-14.8,0.0,0.0,,5.3,,1028.2,,Spokane,1,January,Winter,Yes
2024-01-14,-15.6,-18.1,-12.0,0.0,0.0,,2.0,,1029.1,,Spokane,1,January,Winter,Yes
2024-01-15,-14.1,-18.1,-9.8,0.0,0.0,,1.5,,1038.9,,Spokane,1,January,Winter,No
2024-01-16,-10.1,-13.1,-7.0,0.0,0.0,,1.2,,1025.4,,Spokane,1,January,Winter,No
2024-01-17,-8.2,-10.4,-5.9,12.4,3.0,,6.8,,1008.4,,Spokane,1,January,Winter,No
2024-01-18,-9.0,-14.8,-4.2,0.3,10.0,,1.9,,1029.4,,Spokane,1,January,Winter,No
2024-01-19,-5.1,-6.5,-3.7,2.5,13.0,,0.9,,1024.5,,Spokane,1,January,Winter,No
2024-01-20,-1.9,-4.2,0.2,1.0,13.0,,0.9,,1010.6,,Spokane,1,January,Winter,Yes
2024-01-21,1.5,0.2,2.4,5.8,10.0,,3.6,,1005.8,,Spokane,1,January,Winter,Yes
2024-01-22,3.6,1.9,5.2,1.3,8.0,,3.1,,1005.7,,Spokane,1,January,Winter,No
2024-01-23,3.6,2.4,5.2,0.3,3.0,,2.3,,1013.3,,Spokane,1,January,Winter,No
2024-01-24,2.8,0.8,4.6,1.5,0.0,,3.0,,1013.6,,Spokane,1,January,Winter,No
2024-01-25,3.3,-0.4,5.8,0.0,0.0,,3.6,,1020.0,,Spokane,1,January,Winter,No
2024-01-26,2.5,-0.9,9.1,0.0,0.0,,0.0,,1025.1,,Spokane,1,January,Winter,No
2024-01-27,4.5,2.4,6.9,8.9,0.0,,0.7,,1024.5,,Spokane,1,January,Winter,Yes
2024-01-28,8.4,4.1,14.6,0.8,0.0,,5.4,,1024.3,,Spokane,1,January,Winter,Yes
2024-01-29,5.6,2.4,10.8,0.0,0.0,,2.0,,1023.8,,Spokane,1,January,Winter,No
2024-01-30,3.8,1.9,6.9,0.0,0.0,,4.8,,1018.4,,Spokane,1,January,Winter,No
2024-01-31,4.8,1.9,9.1,0.0,0.0,,6.5,,1008.5,,Spokane,1,January,Winter,No
2024-02-01,5.8,4.1,8.5,3.3,0.0,,6.3,,1002.2,,Spokane,2,February,Winter,No
2024-02-02,5.9,4.6,8.5,0.5,0.0,,3.6,,1005.0,,Spokane,2,February,Winter,No
2024-02-03,4.5,4.1,5.2,2.0,0.0,,5.4,,1012.6,,Spokane,2,February,Winter,Yes
2024-02-04,3.3,0.8,5.8,2.5,0.0,,3.7,,1014.1,,Spokane,2,February,Winter,Yes
2024-02-05,4.2,1.3,6.9,3.8,0.0,,6.7,,1006.6,,Spokane,2,February,Winter,No
2024-02-06,4.9,2.4,8.5,0.0,0.0,,3.5,,1006.5,,Spokane,2,February,Winter,No
2024-02-07,4.9,3.5,6.9,0.0,0.0,,1.6,,1004.5,,Spokane,2,February,Winter,No
2024-02-08,3.6,2.4,5.2,0.3,0.0,,7.9,,1011.5,,Spokane,2,February,Winter,No
2024-02-09,1.8,-2.0,6.3,0.3,0.0,,1.8,,1018.5,,Spokane,2,February,Winter,No
2024-02-10,1.2,-3.1,5.2,0.0,0.0,,2.7,,1024.6,,Spokane,2,February,Winter,Yes
2024-02-11,2.9,0.8,4.6,0.5,0.0,,3.9,,1020.8,,Spokane,2,February,Winter,Yes
2024-02-12,3.9,0.2,5.8,8.9,0.0,,4.5,,1018.3,,Spokane,2,February,Winter,No
2024-02-13,0.2,-2.0,4.1,0.0,0.0,,1.1,,1019.4,,Spokane,2,February,Winter,No
2024-02-14,-0.6,-5.4,3.0,0.0,0.0,,6.9,,1017.7,,Spokane,2,February,Winter,No
2024-02-15,-1.1,-2.0,0.8,3.8,0.0,,9.5,,1019.4,,Spokane,2,February,Winter,No
2024-02-16,-2.7,-8.7,3.0,0.0,5.0,,4.3,,1031.8,,Spokane,2,February,Winter,No
2024-02-17,-1.7,-8.7,4.6,0.0,5.0,,4.0,,1024.6,,Spokane,2,February,Winter,Yes
2024-02-18,0.7,-0.9,2.4,2.3,5.0,,3.0,,1014.8,,Spokane,2,February,Winter,Yes
2024-02-19,2.4,-0.8,5.2,2.9,5.0,,1.2,,1012.6,,Spokane,2,February,Winter,No
2024-02-20,4.6,0.8,8.5,0.8,3.0,,1.4,,1014.4,,Spokane,2,February,Winter,No
2024-02-21,4.8,1.3,8.0,2.5,0.0,,3.9,,1017.1,,Spokane,2,February,Winter,No
2024-02-22,5.8,0.8,9.6,0.0,0.0,,3.5,,1026.3,,Spokane,2,February,Winter,No
2024-02-23,3.2,0.2,10.8,0.0,0.0,,2.8,,1026.0,,Spokane,2,February,Winter,No
2024-02-24,7.1,3.5,11.3,0.0,0.0,,13.1,,1015.3,,Spokane,2,February,Winter,Yes
2024-02-25,7.0,4.6,9.1,0.0,0.0,,22.4,,1005.3,,Spokane,2,February,Winter,Yes
2024-02-26,2.6,-2.0,6.9,0.0,0.0,,14.8,,1003.5,,Spokane,2,February,Winter,No
2024-02-27,0.5,-3.1,3.5,0.5,0.0,,13.7,,1014.6,,Spokane,2,February,Winter,No
2024-02-28,5.0,0.8,8.0,8.9,3.0,,19.4,,1008.7,,Spokane,2,February,Winter,No
2024-02-29,6.2,2.4,11.3,8.1,0.0,,20.2,,997.5,,Spokane,2,February,Winter,No
2024-03-01,3.5,-0.4,6.9,1.0,0.0,,13.4,,1001.4,,Spokane,3,March,Spring,No
2024-03-02,1.5,-0.9,4.1,5.8,0.0,,9.1,,996.1,,Spokane,3,March,Spring,Yes
2024-03-03,1.4,-2.6,5.8,0.0,5.0,,9.0,,1005.8,,Spokane,3,March,Spring,Yes
2024-03-04,0.4,-0.9,2.4,1.0,3.0,,9.7,,1010.3,,Spokane,3,March,Spring,No
2024-03-05,-1.4,-5.4,5.2,0.0,3.0,,3.4,,1013.9,,Spokane,3,March,Spring,No
2024-03-06,-1.4,-5.4,5.2,0.0,0.0,,2.6,,1017.1,,Spokane,3,March,Spring,No
2024-03-07,-0.4,-6.5,6.3,0.0,0.0,,2.8,,1022.8,,Spokane,3,March,Spring,No
2024-03-08,2.3,-4.2,9.6,0.0,0.0,,6.0,,1025.9,,Spokane,3,March,Spring,No
2024-03-09,4.5,-1.5,12.4,0.8,0.0,,9.5,,1013.8,,Spokane,3,March,Spring,Yes
2024-03-10,6.1,1.9,10.8,1.3,0.0,,16.0,,1009.0,,Spokane,3,March,Spring,Yes
2024-03-11,6.6,1.3,10.8,1.3,0.0,,10.8,,1010.0,,Spokane,3,March,Spring,No
2024-03-12,7.1,3.0,11.3,0.0,0.0,,15.6,,1010.0,,Spokane,3,March,Spring,No
2024-03-13,3.7,-0.4,9.6,0.0,0.0,,7.2,,1024.5,,Spokane,3,March,Spring,No
2024-03-14,3.8,-2.0,12.4,0.0,0.0,,3.1,,1032.4,,Spokane,3,March,Spring,No
2024-03-15,6.4,-0.9,15.2,0.0,0.0,,2.4,,1026.1,,Spokane,3,March,Spring,No
2024-03-16,9.5,0.8,21.3,0.0,0.0,,2.4,,1021.2,,Spokane,3,March,Spring,Yes
2024-03-17,11.0,2.4,21.9,0.0,0.0,,1.4,,1022.8,,Spokane,3,March,Spring,Yes
2024-03-18,11.2,3.0,21.3,0.0,0.0,,2.2,,1021.7,,Spokane,3,March,Spring,No
2024-03-19,11.9,4.1,21.9,0.0,0.0,,3.9,,1015.0,,Spokane,3,March,Spring,No
2024-03-20,11.9,7.4,18.5,0.0,0.0,,11.3,,1010.3,,Spokane,3,March,Spring,No
2024-03-21,10.5,6.3,13.5,0.0,0.0,,15.1,,1013.9,,Spokane,3,March,Spring,No
2024-03-22,9.9,3.5,15.8,0.0,0.0,,3.7,,1013.0,,Spokane,3,March,Spring,No
2024-03-23,7.9,4.6,10.2,0.0,0.0,,6.6,,1000.6,,Spokane,3,March,Spring,Yes
2024-03-24,4.0,0.8,7.4,1.8,0.0,,7.8,,1005.2,,Spokane,3,March,Spring,Yes
2024-03-25,2.8,-2.6,8.0,0.0,0.0,,4.2,,1010.5,,Spokane,3,March,Spring,No
2024-03-26,5.8,3.0,11.3,0.5,0.0,,9.0,,1012.1,,Spokane,3,March,Spring,No
2024-03-27,5.5,2.4,9.1,10.7,0.0,,9.2,,1011.0,,Spokane,3,March,Spring,No
2024-03-28,6.1,1.9,10.2,0.5,0.0,,9.1,,1008.8,,Spokane,3,March,Spring,No
2024-03-29,7.1,1.3,11.9,0.0,0.0,,5.2,,1012.2,,Spokane,3,March,Spring,No
2024-03-30,6.2,-0.9,13.5,0.0,0.0,,2.1,,1011.0,,Spokane,3,March,Spring,Yes
2024-03-31,7.7,0.8,14.6,0.0,0.0,,3.6,,1010.0,,Spokane,3,March,Spring,Yes
2024-04-01,9.3,1.3,17.4,0.0,0.0,,6.6,,1017.1,,Spokane,4,April,Spring,No
2024-04-02,14.0,5.2,21.9,0.0,0.0,,11.3,,1020.1,,Spokane,4,April,Spring,No
2024-04-03,10.9,6.9,16.3,0.0,0.0,,17.3,,1014.6,,Spokane,4,April,Spring,No
2024-04-04,8.3,5.2,12.4,4.3,0.0,,7.5,,1005.3,,Spokane,4,April,Spring,No
2024-04-05,4.1,1.3,6.3,6.6,0.0,,7.9,,1005.4,,Spokane,4,April,Spring,No
2024-04-06,6.3,4.1,9.2,0.0,0.0,,12.4,,1014.3,,Spokane,4,April,Spring,Yes
2024-04-07,6.6,3.5,10.8,0.0,0.0,,6.9,,1020.2,,Spokane,4,April,Spring,Yes
2024-04-08,7.2,1.3,11.3,0.0,0.0,,11.4,,1020.4,,Spokane,4,April,Spring,No
2024-04-09,10.8,6.9,16.3,0.3,0.0,,17.7,,1018.2,,Spokane,4,April,Spring,No
2024-04-10,8.1,-0.4,15.2,0.0,0.0,,3.4,,1024.7,,Spokane,4,April,Spring,No
2024-04-11,10.3,1.9,18.0,0.0,0.0,,4.8,,1014.3,,Spokane,4,April,Spring,No
2024-04-12,14.1,10.2,18.5,0.0,0.0,,3.7,,1008.3,,Spokane,4,April,Spring,No
2024-04-13,14.0,6.3,23.0,0.0,0.0,,2.5,,1010.8,,Spokane,4,April,Spring,Yes
2024-04-14,14.9,6.9,24.6,0.0,0.0,,4.0,,1008.6,,Spokane,4,April,Spring,Yes
2024-04-15,12.4,8.0,16.9,0.0,0.0,,18.2,,1013.3,,Spokane,4,April,Spring,No
2024-04-16,6.8,1.3,10.8,0.5,0.0,,16.4,,1020.2,,Spokane,4,April,Spring,No
2024-04-17,4.6,-2.6,11.9,0.0,0.0,,5.4,,1027.0,,Spokane,4,April,Spring,No
2024-04-18,5.8,-0.4,11.3,0.0,0.0,,5.6,,1027.1,,Spokane,4,April,Spring,No
2024-04-19,7.8,-0.9,15.2,0.0,0.0,,11.3,,1025.1,,Spokane,4,April,Spring,No
2024-04-20,11.7,1.9,19.6,0.0,0.0,,10.5,,1019.5,,Spokane,4,April,Spring,Yes
2024-04-21,10.0,5.2,14.1,0.0,0.0,,18.8,,1021.4,,Spokane,4,April,Spring,Yes
2024-04-22,8.2,-0.4,15.8,0.0,0.0,,4.7,,1019.8,,Spokane,4,April,Spring,No
2024-04-23,10.3,0.2,19.6,0.0,0.0,,2.7,,1015.8,,Spokane,4,April,Spring,No
2024-04-24,11.7,2.4,18.5,0.0,0.0,,11.3,,1012.7,,Spokane,4,April,Spring,No
2024-04-25,12.2,9.1,15.8,0.0,0.0,,12.3,,1009.7,,Spokane,4,April,Spring,No
2024-04-26,12.1,8.5,17.4,0.0,0.0,,5.0,,1009.4,,Spokane,4,April,Spring,No
2024-04-27,10.8,6.3,15.2,0.6,0.0,,12.2,,1012.8,,Spokane,4,April,Spring,Yes
2024-04-28,11.1,7.4,15.8,0.0,0.0,,16.8,,1014.4,,Spokane,4,April,Spring,Yes
2024-04-29,7.5,3.0,11.3,0.3,0.0,,15.8,,1012.9,,Spokane,4,April,Spring,No
2024-04-30,5.2,0.8,10.2,1.0,0.0,,8.3,,1017.4,,Spokane,4,April,Spring,No
2024-05-01,8.0,2.4,14.1,0.0,0.0,,12.6,,1017.4,,Spokane,5,May,Spring,No
2024-05-02,9.8,1.3,16.9,0.0,0.0,,4.0,,1015.8,,Spokane,5,May,Spring,No
2024-05-03,11.4,2.4,19.1,0.0,0.0,,4.6,,1015.3,,Spokane,5,May,Spring,No
2024-05-04,15.5,10.2,20.8,0.0,0.0,,15.0,,1002.6,,Spokane,5,May,Spring,Yes
2024-05-05,8.7,8.0,10.2,9.1,0.0,,9.2,,1000.4,,Spokane,5,May,Spring,Yes
2024-05-06,9.7,5.8,15.2,2.5,0.0,,18.9,,1007.7,,Spokane,5,May,Spring,No
2024-05-07,9.4,3.5,15.2,0.0,0.0,,11.5,,1014.2,,Spokane,5,May,Spring,No
2024-05-08,11.3,5.8,17.4,0.0,0.0,,5.7,,1023.5,,Spokane,5,May,Spring,No
2024-05-09,14.5,4.1,25.2,0.0,0.0,,3.7,,1026.7,,Spokane,5,May,Spring,No
2024-05-10,17.7,7.4,27.4,0.0,0.0,,2.2,,1020.1,,Spokane,5,May,Spring,No
2024-05-11,19.0,9.6,27.4,0.0,0.0,,9.4,,1012.1,,Spokane,5,May,Spring,Yes
2024-05-12,20.4,11.3,28.5,0.0,0.0,,11.7,,1009.2,,Spokane,5,May,Spring,Yes
2024-05-13,19.0,12.4,24.6,0.0,0.0,,15.2,,1009.7,,Spokane,5,May,Spring,No
2024-05-14,17.8,11.3,24.1,0.0,0.0,,8.3,,1014.8,,Spokane,5,May,Spring,No
2024-05-15,18.1,9.6,25.2,0.0,0.0,,8.4,,1014.4,,Spokane,5,May,Spring,No
2024-05-16,19.6,14.1,26.3,0.0,0.0,,19.3,,1006.1,,Spokane,5,May,Spring,No
2024-05-17,13.1,9.6,17.4,0.0,0.0,,16.5,,1010.2,,Spokane,5,May,Spring,No
2024-05-18,10.9,5.8,15.2,0.0,0.0,,9.9,,1013.4,,Spokane,5,May,Spring,Yes
2024-05-19,9.5,5.8,15.8,1.0,0.0,,6.0,,1017.1,,Spokane,5,May,Spring,Yes
2024-05-20,10.4,3.5,18.5,0.0,0.0,,4.7,,1018.2,,Spokane,5,May,Spring,No
2024-05-21,11.6,8.5,16.9,1.8,0.0,,14.8,,1014.7,,Spokane,5,May,Spring,No
2024-05-22,11.1,8.5,14.6,5.6,0.0,,11.3,,1008.8,,Spokane,5,May,Spring,No
2024-05-23,12.2,6.3,18.5,0.0,0.0,,13.1,,1015.4,,Spokane,5,May,Spring,No
2024-05-24,15.7,10.8,20.8,0.0,0.0,,13.1,,1008.2,,Spokane,5,May,Spring,No
2024-05-25,13.7,10.2,16.3,0.0,0.0,,20.2,,1007.5,,Spokane,5,May,Spring,Yes
2024-05-26,12.6,6.3,17.4,0.0,0.0,,12.1,,1016.7,,Spokane,5,May,Spring,Yes
2024-05-27,17.5,10.2,24.6,0.0,0.0,,5.7,,1018.4,,Spokane,5,May,Spring,No
2024-05-28,17.1,13.0,21.9,0.8,0.0,,9.1,,1013.5,,Spokane,5,May,Spring,No
2024-05-29,12.1,6.9,17.4,0.3,0.0,,16.6,,1019.5,,Spokane,5,May,Spring,No
2024-05-30,11.9,4.6,18.5,0.0,0.0,,7.8,,1023.5,,Spokane,5,May,Spring,No
2024-05-31,13.7,4.6,21.9,0.0,0.0,,4.5,,1019.5,,Spokane,5,May,Spring,No
2024-06-01,15.4,9.1,21.3,0.0,0.0,,3.2,,1011.1,,Spokane,6,June,Summer,Yes
2024-06-02,15.2,10.8,19.6,6.4,0.0,,13.4,,1007.5,,Spokane,6,June,Summer,Yes
2024-06-03,14.2,11.9,17.4,5.8,0.0,,21.4,,1003.1,,Spokane,6,June,Summer,No
2024-06-04,13.6,8.0,20.8,1.1,0.0,,19.1,,1011.8,,Spokane,6,June,Summer,No
2024-06-05,15.4,9.6,21.3,0.0,0.0,,10.0,,1018.6,,Spokane,6,June,Summer,No
2024-06-06,17.6,7.4,26.3,0.0,0.0,,3.7,,1016.5,,Spokane,6,June,Summer,No
2024-06-07,19.5,10.8,27.4,0.0,0.0,,3.1,,1012.5,,Spokane,6,June,Summer,No
2024-06-08,19.4,9.1,28.5,0.0,0.0,,3.0,,1011.5,,Spokane,6,June,Summer,Yes
2024-06-09,19.3,12.4,26.3,0.0,0.0,,6.1,,1011.6,,Spokane,6,June,Summer,Yes
2024-06-10,19.7,11.9,27.4,0.0,0.0,,9.3,,1014.1,,Spokane,6,June,Summer,No
2024-06-11,21.5,14.6,28.0,0.0,0.0,,17.8,,1010.7,,Spokane,6,June,Summer,No
2024-06-12,17.0,10.2,23.5,0.0,0.0,,12.2,,1016.4,,Spokane,6,June,Summer,No
2024-06-13,19.3,8.5,28.0,0.0,0.0,,4.2,,1014.7,,Spokane,6,June,Summer,No
2024-06-14,18.4,13.0,22.4,0.0,0.0,,15.7,,1013.5,,Spokane,6,June,Summer,No
2024-06-15,11.8,7.4,15.8,0.8,0.0,,10.5,,1012.9,,Spokane,6,June,Summer,Yes
2024-06-16,11.1,5.8,16.3,0.0,0.0,,10.0,,1014.7,,Spokane,6,June,Summer,Yes
2024-06-17,12.3,5.8,18.0,0.5,0.0,,9.2,,1010.6,,Spokane,6,June,Summer,No
2024-06-18,12.0,9.6,18.5,4.1,0.0,,11.4,,1015.4,,Spokane,6,June,Summer,No
2024-06-19,15.3,7.4,23.5,0.0,0.0,,3.5,,1017.8,,Spokane,6,June,Summer,No
2024-06-20,18.6,8.5,28.0,0.0,0.0,,2.5,,1016.0,,Spokane,6,June,Summer,No
2024-06-21,20.5,10.2,29.6,0.0,0.0,,2.4,,1012.8,,Spokane,6,June,Summer,No
2024-06-22,22.5,11.9,31.9,0.0,0.0,,6.5,,1010.0,,Spokane,6,June,Summer,Yes
2024-06-23,22.0,15.8,27.4,0.0,0.0,,19.1,,1009.0,,Spokane,6,June,Summer,Yes
2024-06-24,18.3,11.3,25.2,0.0,0.0,,11.3,,1014.0,,Spokane,6,June,Summer,No
2024-06-25,21.1,11.3,30.8,0.0,0.0,,3.9,,1014.3,,Spokane,6,June,Summer,No
2024-06-26,22.4,14.1,30.2,0.0,0.0,,10.1,,1008.0,,Spokane,6,June,Summer,No
2024-06-27,17.8,13.5,21.9,0.3,0.0,,22.5,,1010.2,,Spokane,6,June,Summer,No
2024-06-28,18.0,10.8,24.6,0.0,0.0,,4.6,,1014.4,,Spokane,6,June,Summer,No
2024-06-29,20.4,11.9,28.0,0.0,0.0,,2.5,,1014.2,,Spokane,6,June,Summer,Yes
2024-06-30,20.3,15.2,25.8,3.0,0.0,,10.2,,1014.7,,Spokane,6,June,Summer,Yes
2024-07-01,19.1,12.4,26.9,0.0,0.0,,7.6,,1015.0,,Spokane,7,July,Summer,No
2024-07-02,20.1,14.1,26.9,0.0,0.0,,10.4,,1015.5,,Spokane,7,July,Summer,No
2024-07-03,20.8,14.6,28.0,0.0,0.0,,6.4,,1018.0,,Spokane,7,July,Summer,No
2024-07-04,21.8,13.0,29.6,0.0,0.0,,4.5,,1021.4,,Spokane,7,July,Summer,No
2024-07-05,23.7,13.0,33.0,0.0,0.0,,4.0,,1018.2,,Spokane,7,July,Summer,No
2024-07-06,25.1,15.2,33.5,0.0,0.0,,7.3,,1012.9,,Spokane,7,July,Summer,Yes
2024-07-07,25.7,15.2,35.8,0.0,0.0,,4.5,,1013.8,,Spokane,7,July,Summer,Yes
2024-07-08,27.1,15.8,37.4,0.0,0.0,,5.1,,1012.1,,Spokane,7,July,Summer,No
2024-07-09,28.6,17.4,38.5,0.0,0.0,,4.0,,1010.7,,Spokane,7,July,Summer,No
2024-07-10,29.5,18.0,39.6,0.0,0.0,,6.9,,1010.1,,Spokane,7,July,Summer,No
2024-07-11,27.3,19.6,35.2,0.0,0.0,,9.9,,1012.4,,Spokane,7,July,Summer,No
2024-07-12,25.9,15.8,35.2,0.0,0.0,,6.0,,1013.3,,Spokane,7,July,Summer,No
2024-07-13,27.3,17.4,36.9,0.0,0.0,,4.5,,1012.4,,Spokane,7,July,Summer,Yes
2024-07-14,27.8,18.5,36.9,0.0,0.0,,11.0,,1011.1,,Spokane,7,July,Summer,Yes
2024-07-15,26.9,21.3,33.5,0.0,0.0,,8.9,,1013.1,,Spokane,7,July,Summer,No
2024-07-16,26.3,16.9,35.8,0.0,0.0,,3.2,,1013.9,,Spokane,7,July,Summer,No
2024-07-17,26.8,16.9,34.6,0.0,0.0,,3.9,,1013.4,,Spokane,7,July,Summer,No
2024-07-18,28.2,19.1,36.9,0.0,0.0,,5.9,,1013.8,,Spokane,7,July,Summer,No
2024-07-19,27.6,18.0,36.3,0.0,0.0,,4.1,,1016.6,,Spokane,7,July,Summer,No
2024-07-20,27.7,16.3,38.5,0.0,0.0,,3.7,,1017.6,,Spokane,7,July,Summer,Yes
2024-07-21,30.6,19.1,41.3,0.0,0.0,,5.2,,1012.8,,Spokane,7,July,Summer,Yes
2024-07-22,29.5,21.3,38.0,0.0,0.0,,7.3,,1010.2,,Spokane,7,July,Summer,No
2024-07-23,24.6,17.4,31.9,0.0,0.0,,12.4,,1015.0,,Spokane,7,July,Summer,No
2024-07-24,25.0,13.0,34.6,0.0,0.0,,11.3,,1013.3,,Spokane,7,July,Summer,No
2024-07-25,21.8,15.8,25.8,0.0,0.0,,21.5,,1015.4,,Spokane,7,July,Summer,No
2024-07-26,19.9,10.2,28.0,0.0,0.0,,4.1,,1014.5,,Spokane,7,July,Summer,No
2024-07-27,21.0,11.3,29.6,0.0,0.0,,3.7,,1008.2,,Spokane,7,July,Summer,Yes
2024-07-28,22.2,14.6,29.1,0.0,0.0,,10.4,,1008.2,,Spokane,7,July,Summer,Yes
2024-07-29,21.2,16.9,28.5,0.3,0.0,,11.6,,1009.8,,Spokane,7,July,Summer,No
2024-07-30,22.2,18.0,26.9,0.0,0.0,,10.2,,1012.4,,Spokane,7,July,Summer,No
2024-07-31,24.2,15.8,32.4,0.0,0.0,,9.4,,1015.1,,Spokane,7,July,Summer,No
2024-08-01,26.4,14.6,37.4,0.0,0.0,,3.0,,1016.7,,Spokane,8,August,Summer,No
2024-08-02,29.2,18.0,40.2,0.0,0.0,,2.4,,1015.9,,Spokane,8,August,Summer,No
2024-08-03,26.4,21.3,30.2,0.0,0.0,,5.5,,1012.8,,Spokane,8,August,Summer,Yes
2024-08-04,23.7,19.1,29.1,2.0,0.0,,6.4,,1013.2,,Spokane,8,August,Summer,Yes
2024-08-05,24.8,15.8,34.2,2.3,0.0,,7.0,,1013.2,,Spokane,8,August,Summer,No
2024-08-06,25.0,18.0,32.4,0.0,0.0,,8.9,,1013.5,,Spokane,8,August,Summer,No
2024-08-07,23.9,14.1,31.9,0.0,0.0,,4.6,,1016.5,,Spokane,8,August,Summer,No
2024-08-08,25.3,16.9,31.9,0.0,0.0,,10.5,,1016.0,,Spokane,8,August,Summer,No
2024-08-09,25.7,16.3,33.0,0.0,0.0,,9.0,,1013.8,,Spokane,8,August,Summer,No
2024-08-10,25.2,15.8,33.0,0.0,0.0,,5.6,,1012.3,,Spokane,8,August,Summer,Yes
2024-08-11,25.6,17.4,33.0,0.0,0.0,,4.6,,1011.6,,Spokane,8,August,Summer,Yes
