time,city,daily_sales
2024-08-02,Tacoma,1164.21
2024-08-03,Tacoma,2302.52
2024-08-04,Tacoma,2302.52
2024-08-05,Tacoma,1159.51
2024-08-06,Tacoma,1157.91
2024-08-07,Tacoma,1159.71
2024-08-08,Tacoma,1163.41
2024-08-09,Tacoma,1163.11
2024-08-10,Tacoma,2301.12
2024-08-11,Tacoma,2299.32
2024-08-12,Tacoma,1158.81
2024-08-13,Tacoma,1158.81
2024-08-14,Tacoma,1160.91
2024-08-15,Tacoma,1159.51
2024-08-16,Tacoma,1159.91
2024-08-17,Tacoma,2304.32
2024-08-18,Tacoma,2308.42
2024-08-19,Tacoma,1159.01
2024-08-20,Tacoma,1163.21
2024-08-21,Tacoma,1158.41
2024-08-22,Tacoma,1163.51
2024-08-23,Tacoma,1166.51
2024-08-24,Tacoma,2300.32
2024-08-25,Tacoma,2300.12
2024-08-26,Tacoma,1161.91
2024-08-27,Tacoma,1157.51
2024-08-28,Tacoma,1156.71
2024-08-29,Tacoma,1159.71
2024-08-30,Tacoma,1162.01
2024-08-31,Tacoma,2303.82
2024-09-01,Tacoma,1846.22
2024-09-02,Tacoma,930.71
2024-09-03,Tacoma,931.51
2024-09-04,Tacoma,931.71
2024-09-05,Tacoma,935.91
2024-09-06,Tacoma,936.91
2024-09-07,Tacoma,1847.12
2024-09-08,Tacoma,1844.42
2024-09-09,Tacoma,929.91
2024-09-10,Tacoma,930.31
2024-09-11,Tacoma,940.11
2024-09-12,Tacoma,932.71
2024-09-13,Tacoma,928.51
2024-09-14,Tacoma,1845.42
2024-09-15,Tacoma,1840.62
2024-09-16,Tacoma,928.31
2024-09-17,Tacoma,927.71
2024-09-18,Tacoma,929.71
2024-09-19,Tacoma,929.01
2024-09-20,Tacoma,927.51
2024-09-21,Tacoma,1840.62
2024-09-22,Tacoma,1842.12
2024-09-23,Tacoma,932.31
2024-09-24,Tacoma,932.11
2024-09-25,Tacoma,935.41
2024-09-26,Tacoma,930.51
2024-09-27,Tacoma,928.91
2024-09-28,Tacoma,1839.42
2024-09-29,Tacoma,1839.22
2024-09-30,Tacoma,926.81
2024-10-01,Tacoma,926.81
2024-10-02,Tacoma,927.11
2024-10-03,Tacoma,926.51
2024-10-04,Tacoma,943.91
2024-10-05,Tacoma,1839.52
2024-10-06,Tacoma,1839.92
2024-10-07,Tacoma,928.81
2024-10-08,Tacoma,934.61
2024-10-09,Tacoma,928.11
2024-10-10,Tacoma,925.21
2024-10-11,Tacoma,924.71
2024-10-12,Tacoma,1838.32
2024-10-13,Tacoma,1841.72
2024-10-14,Tacoma,929.51
2024-10-15,Tacoma,929.41
2024-10-16,Tacoma,929.91
2024-10-17,Tacoma,923.11
2024-10-18,Tacoma,929.51
2024-10-19,Tacoma,1843.32
2024-10-20,Tacoma,1845.22
2024-10-21,Tacoma,931.51
2024-10-22,Tacoma,923.81
2024-10-23,Tacoma,922.21
2024-10-24,Tacoma,922.71
2024-10-25,Tacoma,924.51
2024-10-26,Tacoma,1852.22
2024-10-27,Tacoma,1858.12
2024-10-28,Tacoma,925.01
2024-10-29,Tacoma,923.81
2024-10-30,Tacoma,926.91
2024-10-31,Tacoma,934.61
2024-11-01,Tacoma,947.61
2024-11-02,Tacoma,1844.22
2024-11-03,Tacoma,1837.02
2024-11-04,Tacoma,929.41
2024-11-05,Tacoma,922.71
2024-11-06,Tacoma,922.51
2024-11-07,Tacoma,922.51
2024-11-08,Tacoma,924.91
2024-11-09,Tacoma,1839.82
2024-11-10,Tacoma,1845.72
2024-11-11,Tacoma,946.51
2024-11-12,Tacoma,932.21
2024-11-13,Tacoma,934.51
2024-11-14,Tacoma,930.01
2024-11-15,Tacoma,921.91
2024-11-16,Tacoma,1843.42
2024-11-17,Tacoma,1844.52
2024-11-18,Tacoma,923.51
2024-11-19,Tacoma,925.81
2024-11-20,Tacoma,931.41
2024-11-21,Tacoma,928.01
2024-11-22,Tacoma,933.91
2024-11-23,Tacoma,1835.22
2024-11-24,Tacoma,1844.02
2024-11-25,Tacoma,928.31
2024-11-26,Tacoma,922.31
2024-11-27,Tacoma,919.41
2024-11-28,Tacoma,918.01
2024-11-29,Tacoma,918.11
2024-11-30,Tacoma,1831.52
2024-12-01,Tacoma,918.91
2024-12-02,Tacoma,462.4
2024-12-03,Tacoma,460.6
2024-12-04,Tacoma,460.4
2024-12-05,Tacoma,462.3
2024-12-06,Tacoma,463.8
2024-12-07,Tacoma,935.61
2024-12-08,Tacoma,924.91
2024-12-09,Tacoma,463.6
2024-12-10,Tacoma,461.9
2024-12-11,Tacoma,462.4
2024-12-12,Tacoma,463.0
2024-12-13,Tacoma,463.6
2024-12-14,Tacoma,926.91
2024-12-15,Tacoma,921.91
2024-12-16,Tacoma,472.2
2024-12-17,Tacoma,485.5
2024-12-18,Tacoma,483.0
2024-12-19,Tacoma,472.4
2024-12-20,Tacoma,467.3
2024-12-21,Tacoma,927.61
2024-12-22,Tacoma,933.91
2024-12-23,Tacoma,473.5
2024-12-24,Tacoma,469.4
2024-12-25,Tacoma,479.2
2024-12-26,Tacoma,487.6
2024-12-27,Tacoma,484.7
2024-12-28,Tacoma,929.21
2024-12-29,Tacoma,926.61
2024-12-30,Tacoma,467.8
2024-12-31,Tacoma,462.9
2025-01-01,Tacoma,465.5
2025-01-02,Tacoma,467.0
2025-01-03,Tacoma,476.7
2025-01-04,Tacoma,931.41
2025-01-05,Tacoma,927.21
2025-01-06,Tacoma,464.0
2025-01-07,Tacoma,462.9
2025-01-08,Tacoma,466.6
2025-01-09,Tacoma,464.5
2025-01-10,Tacoma,469.6
2025-01-11,Tacoma,919.41
2025-01-12,Tacoma,919.01
2025-01-13,Tacoma,461.1
2025-01-14,Tacoma,461.6
2025-01-15,Tacoma,461.3
2025-01-16,Tacoma,463.5
2025-01-17,Tacoma,460.9
2025-01-18,Tacoma,915.51
2025-01-19,Tacoma,915.81
2025-01-20,Tacoma,458.8
2025-01-21,Tacoma,458.9
2025-01-22,Tacoma,459.4
2025-01-23,Tacoma,459.3
2025-01-24,Tacoma,461.8
2025-01-25,Tacoma,917.71
2025-01-26,Tacoma,916.21
2025-01-27,Tacoma,459.9
2025-01-28,Tacoma,459.6
2025-01-29,Tacoma,460.7
2025-01-30,Tacoma,463.0
2025-01-31,Tacoma,484.6
2025-02-01,Tacoma,918.91
2025-02-02,Tacoma,920.11
2025-02-03,Tacoma,460.7
2025-02-04,Tacoma,459.3
2025-02-05,Tacoma,462.6
2025-02-06,Tacoma,461.0
2025-02-07,Tacoma,459.1
2025-02-08,Tacoma,920.71
2025-02-09,Tacoma,917.01
2025-02-10,Tacoma,458.3
2025-02-11,Tacoma,456.6
2025-02-12,Tacoma,457.9
2025-02-13,Tacoma,459.1
2025-02-14,Tacoma,459.7
2025-02-15,Tacoma,919.91
2025-02-16,Tacoma,931.41
2025-02-17,Tacoma,474.3
2025-02-18,Tacoma,465.5
2025-02-19,Tacoma,472.2
2025-02-20,Tacoma,464.6
2025-02-21,Tacoma,472.5
2025-02-22,Tacoma,944.21
2025-02-23,Tacoma,939.51
2025-02-24,Tacoma,479.0
2025-02-25,Tacoma,478.6
2025-02-26,Tacoma,464.3
2025-02-27,Tacoma,467.3
2025-02-28,Tacoma,466.1
2025-03-01,Tacoma,1378.41
2025-03-02,Tacoma,1378.81
2025-03-03,Tacoma,693.71
2025-03-04,Tacoma,698.61
2025-03-05,Tacoma,693.11
2025-03-06,Tacoma,692.71
2025-03-07,Tacoma,692.01
2025-03-08,Tacoma,1380.31
2025-03-09,Tacoma,1384.01
2025-03-10,Tacoma,691.61
2025-03-11,Tacoma,693.81
2025-03-12,Tacoma,700.41
2025-03-13,Tacoma,698.61
2025-03-14,Tacoma,690.31
2025-03-15,Tacoma,1375.91
2025-03-16,Tacoma,1375.41
2025-03-17,Tacoma,691.31
2025-03-18,Tacoma,690.21
2025-03-19,Tacoma,693.01
2025-03-20,Tacoma,691.41
2025-03-21,Tacoma,692.51
2025-03-22,Tacoma,1377.21
2025-03-23,Tacoma,1403.51
2025-03-24,Tacoma,704.21
2025-03-25,Tacoma,698.01
2025-03-26,Tacoma,703.41
2025-03-27,Tacoma,704.01
2025-03-28,Tacoma,701.41
2025-03-29,Tacoma,1378.51
2025-03-30,Tacoma,1382.31
2025-03-31,Tacoma,697.41
2025-04-01,Tacoma,691.91
2025-04-02,Tacoma,693.71
2025-04-03,Tacoma,693.31
2025-04-04,Tacoma,695.31
2025-04-05,Tacoma,1382.41
2025-04-06,Tacoma,1393.71
2025-04-07,Tacoma,711.51
2025-04-08,Tacoma,708.51
2025-04-09,Tacoma,695.31
2025-04-10,Tacoma,698.81
2025-04-11,Tacoma,693.51
2025-04-12,Tacoma,1379.41
2025-04-13,Tacoma,1379.11
2025-04-14,Tacoma,697.31
2025-04-15,Tacoma,697.41
2025-04-16,Tacoma,696.51
2025-04-17,Tacoma,697.51
2025-04-18,Tacoma,698.41
2025-04-19,Tacoma,1380.61
2025-04-20,Tacoma,1379.41
2025-04-21,Tacoma,694.01
2025-04-22,Tacoma,694.41
2025-04-23,Tacoma,696.31
2025-04-24,Tacoma,698.61
2025-04-25,Tacoma,699.71
2025-04-26,Tacoma,1380.91
2025-04-27,Tacoma,1379.31
2025-04-28,Tacoma,695.81
2025-04-29,Tacoma,699.71
2025-04-30,Tacoma,695.01
2025-05-01,Tacoma,699.41
2025-05-02,Tacoma,698.81
2025-05-03,Tacoma,1379.41
2025-05-04,Tacoma,1379.91
2025-05-05,Tacoma,697.91
2025-05-06,Tacoma,701.71
2025-05-07,Tacoma,699.21
2025-05-08,Tacoma,696.01
2025-05-09,Tacoma,698.31
2025-05-10,Tacoma,1381.81
2025-05-11,Tacoma,1380.61
2025-05-12,Tacoma,699.01
2025-05-13,Tacoma,696.21
2025-05-14,Tacoma,696.61
2025-05-15,Tacoma,698.81
2025-05-16,Tacoma,698.21
2025-05-17,Tacoma,1388.21
2025-05-18,Tacoma,1381.11
2025-05-19,Tacoma,696.61
2025-05-20,Tacoma,697.61
2025-05-21,Tacoma,696.61
2025-05-22,Tacoma,698.51
2025-05-23,Tacoma,697.51
2025-05-24,Tacoma,1384.51
2025-05-25,Tacoma,1383.81
2025-05-26,Tacoma,700.01
2025-05-27,Tacoma,700.21
2025-05-28,Tacoma,702.91
2025-05-29,Tacoma,701.71
2025-05-30,Tacoma,700.91
2025-05-31,Tacoma,1385.11
2025-06-01,Tacoma,2295.92
2023-01-01,Vancouver,799.37
2023-01-02,Vancouver,401.68
2023-01-03,Vancouver,403.48
2023-01-04,Vancouver,406.78
2023-01-05,Vancouver,408.38
2023-01-06,Vancouver,406.78
2023-01-07,Vancouver,804.77
2023-01-08,Vancouver,819.27
2023-01-09,Vancouver,411.78
2023-01-10,Vancouver,405.58
2023-01-11,Vancouver,412.38
2023-01-12,Vancouver,410.98
2023-01-13,Vancouver,413.28
2023-01-14,Vancouver,810.07
2023-01-15,Vancouver,809.17
2023-01-16,Vancouver,407.18
2023-01-17,Vancouver,406.38
2023-01-18,Vancouver,412.08
2023-01-19,Vancouver,401.68
2023-01-20,Vancouver,400.78
2023-01-21,Vancouver,801.97
2023-01-22,Vancouver,800.97
2023-01-23,Vancouver,403.78
2023-01-24,Vancouver,403.88
2023-01-25,Vancouver,404.88
2023-01-26,Vancouver,404.78
2023-01-27,Vancouver,408.08
2023-01-28,Vancouver,803.37
2023-01-29,Vancouver,797.37
2023-01-30,Vancouver,395.98
2023-01-31,Vancouver,397.88
2023-02-01,Vancouver,398.88
2023-02-02,Vancouver,399.88
2023-02-03,Vancouver,406.88
2023-02-04,Vancouver,804.17
2023-02-05,Vancouver,808.37
2023-02-06,Vancouver,406.58
2023-02-07,Vancouver,407.88
2023-02-08,Vancouver,404.18
2023-02-09,Vancouver,404.98
2023-02-10,Vancouver,409.88
2023-02-11,Vancouver,801.57
2023-02-12,Vancouver,799.67
2023-02-13,Vancouver,405.88
2023-02-14,Vancouver,402.08
2023-02-15,Vancouver,398.78
2023-02-16,Vancouver,401.08
2023-02-17,Vancouver,404.28
2023-02-18,Vancouver,802.87
2023-02-19,Vancouver,803.27
2023-02-20,Vancouver,407.18
2023-02-21,Vancouver,405.18
2023-02-22,Vancouver,420.38
2023-02-23,Vancouver,395.48
2023-02-24,Vancouver,396.18
2023-02-25,Vancouver,792.67
2023-02-26,Vancouver,800.67
2023-02-27,Vancouver,406.08
2023-02-28,Vancouver,405.18
2023-03-01,Vancouver,600.18
2023-03-02,Vancouver,603.48
2023-03-03,Vancouver,605.28
2023-03-04,Vancouver,1204.95
2023-03-05,Vancouver,1198.55
2023-03-06,Vancouver,605.48
2023-03-07,Vancouver,608.88
2023-03-08,Vancouver,601.98
2023-03-09,Vancouver,608.98
2023-03-10,Vancouver,606.48
2023-03-11,Vancouver,1200.95
2023-03-12,Vancouver,1203.85
2023-03-13,Vancouver,633.08
2023-03-14,Vancouver,603.68
2023-03-15,Vancouver,604.28
2023-03-16,Vancouver,603.68
2023-03-17,Vancouver,605.58
2023-03-18,Vancouver,1203.65
2023-03-19,Vancouver,1208.75
2023-03-20,Vancouver,609.38
2023-03-21,Vancouver,607.38
2023-03-22,Vancouver,606.48
2023-03-23,Vancouver,606.78
2023-03-24,Vancouver,613.48
2023-03-25,Vancouver,1199.05
2023-03-26,Vancouver,1200.95
2023-03-27,Vancouver,603.48
2023-03-28,Vancouver,609.88
2023-03-29,Vancouver,604.58
2023-03-30,Vancouver,606.88
2023-03-31,Vancouver,612.08
2023-04-01,Vancouver,1203.45
2023-04-02,Vancouver,1204.65
2023-04-03,Vancouver,602.48
2023-04-04,Vancouver,605.98
2023-04-05,Vancouver,605.88
2023-04-06,Vancouver,622.38
2023-04-07,Vancouver,614.58
2023-04-08,Vancouver,1204.25
2023-04-09,Vancouver,1217.85
2023-04-10,Vancouver,629.28
2023-04-11,Vancouver,605.98
2023-04-12,Vancouver,609.38
2023-04-13,Vancouver,604.38
2023-04-14,Vancouver,605.98
2023-04-15,Vancouver,1203.55
2023-04-16,Vancouver,1207.85
2023-04-17,Vancouver,611.48
2023-04-18,Vancouver,608.48
2023-04-19,Vancouver,607.38
2023-04-20,Vancouver,617.58
2023-04-21,Vancouver,607.78
2023-04-22,Vancouver,1210.85
2023-04-23,Vancouver,1211.05
2023-04-24,Vancouver,607.78
2023-04-25,Vancouver,608.58
2023-04-26,Vancouver,612.38
2023-04-27,Vancouver,614.78
2023-04-28,Vancouver,616.88
2023-04-29,Vancouver,1214.55
2023-04-30,Vancouver,1207.45
2023-05-01,Vancouver,609.68
2023-05-02,Vancouver,611.48
2023-05-03,Vancouver,612.08
2023-05-04,Vancouver,621.38
2023-05-05,Vancouver,611.28
2023-05-06,Vancouver,1207.25
2023-05-07,Vancouver,1206.85
2023-05-08,Vancouver,614.48
2023-05-09,Vancouver,610.08
2023-05-10,Vancouver,612.58
2023-05-11,Vancouver,613.88
2023-05-12,Vancouver,617.38
2023-05-13,Vancouver,1217.35
2023-05-14,Vancouver,1219.55
2023-05-15,Vancouver,618.78
2023-05-16,Vancouver,616.48
2023-05-17,Vancouver,619.58
2023-05-18,Vancouver,618.18
2023-05-19,Vancouver,616.38
2023-05-20,Vancouver,1213.05
2023-05-21,Vancouver,1208.85
2023-05-22,Vancouver,610.68
2023-05-23,Vancouver,609.68
2023-05-24,Vancouver,612.48
2023-05-25,Vancouver,616.58
2023-05-26,Vancouver,617.98
2023-05-27,Vancouver,1211.05
2023-05-28,Vancouver,1209.05
2023-05-29,Vancouver,612.88
2023-05-30,Vancouver,610.88
2023-05-31,Vancouver,610.18
2023-06-01,Vancouver,1009.16
2023-06-02,Vancouver,1010.86
2023-06-03,Vancouver,2007.22
2023-06-04,Vancouver,2006.52
2023-06-05,Vancouver,1014.16
2023-06-06,Vancouver,1017.26
2023-06-07,Vancouver,1015.66
2023-06-08,Vancouver,1012.76
2023-06-09,Vancouver,1011.26
2023-06-10,Vancouver,2006.52
2023-06-11,Vancouver,2008.62
2023-06-12,Vancouver,1017.36
2023-06-13,Vancouver,1012.86
2023-06-14,Vancouver,1010.26
2023-06-15,Vancouver,1010.86
2023-06-16,Vancouver,1013.56
2023-06-17,Vancouver,2005.62
2023-06-18,Vancouver,2026.72
2023-06-19,Vancouver,1010.16
2023-06-20,Vancouver,1009.26
2023-06-21,Vancouver,1011.46
2023-06-22,Vancouver,1016.56
2023-06-23,Vancouver,1015.56
2023-06-24,Vancouver,2008.52
2023-06-25,Vancouver,2009.52
2023-06-26,Vancouver,1013.46
2023-06-27,Vancouver,1013.76
2023-06-28,Vancouver,1015.46
2023-06-29,Vancouver,1017.46
2023-06-30,Vancouver,1016.36
2023-07-01,Vancouver,2009.82
2023-07-02,Vancouver,2011.02
2023-07-03,Vancouver,1017.66
2023-07-04,Vancouver,1020.06
2023-07-05,Vancouver,1021.36
2023-07-06,Vancouver,1017.66
2023-07-07,Vancouver,1012.96
2023-07-08,Vancouver,2007.92
2023-07-09,Vancouver,2009.92
2023-07-10,Vancouver,1012.36
2023-07-11,Vancouver,1015.86
2023-07-12,Vancouver,1015.96
2023-07-13,Vancouver,1017.46
2023-07-14,Vancouver,1019.36
2023-07-15,Vancouver,2015.82
2023-07-16,Vancouver,2013.62
2023-07-17,Vancouver,1015.46
2023-07-18,Vancouver,1016.76
2023-07-19,Vancouver,1020.66
2023-07-20,Vancouver,1017.76
2023-07-21,Vancouver,1017.26
2023-07-22,Vancouver,2013.12
2023-07-23,Vancouver,2012.62
2023-07-24,Vancouver,1014.96
2023-07-25,Vancouver,1015.76
2023-07-26,Vancouver,1015.56
2023-07-27,Vancouver,1015.66
2023-07-28,Vancouver,1015.56
2023-07-29,Vancouver,2009.82
2023-07-30,Vancouver,2010.32
2023-07-31,Vancouver,1016.26
2023-08-01,Vancouver,1017.46
2023-08-02,Vancouver,1017.96
2023-08-03,Vancouver,1017.76
2023-08-04,Vancouver,1017.26
2023-08-05,Vancouver,2012.32
2023-08-06,Vancouver,2012.12
2023-08-07,Vancouver,1017.56
2023-08-08,Vancouver,1017.16
2023-08-09,Vancouver,1016.56
2023-08-10,Vancouver,1016.06
2023-08-11,Vancouver,1016.96
2023-08-12,Vancouver,2013.42
2023-08-13,Vancouver,2017.92
2023-08-14,Vancouver,1025.16
2023-08-15,Vancouver,1024.66
2023-08-16,Vancouver,1024.06
2023-08-17,Vancouver,1019.86
2023-08-18,Vancouver,1015.56
2023-08-19,Vancouver,2010.82
2023-08-20,Vancouver,2012.32
2023-08-21,Vancouver,1014.56
2023-08-22,Vancouver,1013.96
2023-08-23,Vancouver,1014.36
2023-08-24,Vancouver,1017.46
2023-08-25,Vancouver,1020.66
2023-08-26,Vancouver,2014.62
2023-08-27,Vancouver,2012.12
2023-08-28,Vancouver,1014.66
2023-08-29,Vancouver,1015.06
2023-08-30,Vancouver,1015.56
2023-08-31,Vancouver,1026.26
2023-09-01,Vancouver,816.67
2023-09-02,Vancouver,1614.84
2023-09-03,Vancouver,1611.84
2023-09-04,Vancouver,812.67
2023-09-05,Vancouver,812.07
2023-09-06,Vancouver,812.77
2023-09-07,Vancouver,814.57
2023-09-08,Vancouver,813.97
2023-09-09,Vancouver,1612.44
2023-09-10,Vancouver,1612.64
2023-09-11,Vancouver,815.57
2023-09-12,Vancouver,814.87
2023-09-13,Vancouver,816.17
2023-09-14,Vancouver,816.87
2023-09-15,Vancouver,818.17
2023-09-16,Vancouver,1612.24
2023-09-17,Vancouver,1609.14
2023-09-18,Vancouver,813.77
2023-09-19,Vancouver,811.57
2023-09-20,Vancouver,812.17
2023-09-21,Vancouver,811.47
2023-09-22,Vancouver,813.17
2023-09-23,Vancouver,1608.94
2023-09-24,Vancouver,1613.04
2023-09-25,Vancouver,823.97
2023-09-26,Vancouver,813.57
2023-09-27,Vancouver,818.67
2023-09-28,Vancouver,812.67
2023-09-29,Vancouver,810.07
2023-09-30,Vancouver,1606.14
2023-10-01,Vancouver,1605.24
2023-10-02,Vancouver,817.37
2023-10-03,Vancouver,813.07
2023-10-04,Vancouver,810.97
2023-10-05,Vancouver,813.17
2023-10-06,Vancouver,815.87
2023-10-07,Vancouver,1611.24
2023-10-08,Vancouver,1609.94
2023-10-09,Vancouver,813.27
2023-10-10,Vancouver,814.57
2023-10-11,Vancouver,815.67
2023-10-12,Vancouver,811.07
2023-10-13,Vancouver,814.47
2023-10-14,Vancouver,1607.74
2023-10-15,Vancouver,1606.44
2023-10-16,Vancouver,831.07
2023-10-17,Vancouver,808.87
2023-10-18,Vancouver,808.07
2023-10-19,Vancouver,809.37
2023-10-20,Vancouver,811.07
2023-10-21,Vancouver,1606.84
2023-10-22,Vancouver,1606.44
2023-10-23,Vancouver,808.87
2023-10-24,Vancouver,817.27
2023-10-25,Vancouver,813.57
2023-10-26,Vancouver,802.97
2023-10-27,Vancouver,802.67
2023-10-28,Vancouver,1597.54
2023-10-29,Vancouver,1597.64
2023-10-30,Vancouver,801.67
2023-10-31,Vancouver,802.87
2023-11-01,Vancouver,821.67
2023-11-02,Vancouver,811.47
2023-11-03,Vancouver,816.67
2023-11-04,Vancouver,1626.94
2023-11-05,Vancouver,1628.74
2023-11-06,Vancouver,826.57
2023-11-07,Vancouver,814.17
2023-11-08,Vancouver,803.47
2023-11-09,Vancouver,806.87
2023-11-10,Vancouver,806.67
2023-11-11,Vancouver,1608.24
2023-11-12,Vancouver,1605.74
2023-11-13,Vancouver,806.17
2023-11-14,Vancouver,803.67
2023-11-15,Vancouver,805.07
2023-11-16,Vancouver,803.47
2023-11-17,Vancouver,801.57
2023-11-18,Vancouver,1606.74
2023-11-19,Vancouver,1600.04
2023-11-20,Vancouver,801.17
2023-11-21,Vancouver,805.37
2023-11-22,Vancouver,808.27
2023-11-23,Vancouver,802.17
2023-11-24,Vancouver,799.17
2023-11-25,Vancouver,1593.44
2023-11-26,Vancouver,1594.24
2023-11-27,Vancouver,798.07
2023-11-28,Vancouver,796.87
2023-11-29,Vancouver,796.27
2023-11-30,Vancouver,805.27
2023-12-01,Vancouver,419.58
2023-12-02,Vancouver,829.57
2023-12-03,Vancouver,826.47
2023-12-04,Vancouver,414.88
2023-12-05,Vancouver,450.48
2023-12-06,Vancouver,451.98
2023-12-07,Vancouver,408.28
2023-12-08,Vancouver,403.38
2023-12-09,Vancouver,810.97
2023-12-10,Vancouver,825.57
2023-12-11,Vancouver,408.68
2023-12-12,Vancouver,405.38
2023-12-13,Vancouver,407.48
2023-12-14,Vancouver,405.88
2023-12-15,Vancouver,402.48
2023-12-16,Vancouver,797.87
2023-12-17,Vancouver,799.17
2023-12-18,Vancouver,404.58
2023-12-19,Vancouver,417.18
2023-12-20,Vancouver,402.28
2023-12-21,Vancouver,401.98
2023-12-22,Vancouver,412.28
2023-12-23,Vancouver,798.27
2023-12-24,Vancouver,801.37
2023-12-25,Vancouver,415.18
2023-12-26,Vancouver,405.38
2023-12-27,Vancouver,409.38
2023-12-28,Vancouver,405.38
2023-12-29,Vancouver,408.98
2023-12-30,Vancouver,807.47
2023-12-31,Vancouver,801.97
2024-01-01,Vancouver,403.98
2024-01-02,Vancouver,405.88
2024-01-03,Vancouver,409.18
2024-01-04,Vancouver,411.58
2024-01-05,Vancouver,406.68
2024-01-06,Vancouver,824.27
2024-01-07,Vancouver,804.17
2024-01-08,Vancouver,419.58
2024-01-09,Vancouver,429.78
2024-01-10,Vancouver,404.98
2024-01-11,Vancouver,408.08
2024-01-12,Vancouver,398.78
2024-01-13,Vancouver,791.37
2024-01-14,Vancouver,789.17
2024-01-15,Vancouver,393.28
2024-01-16,Vancouver,397.78
2024-01-17,Vancouver,407.08
2024-01-18,Vancouver,420.28
2024-01-19,Vancouver,399.78
2024-01-20,Vancouver,800.67
2024-01-21,Vancouver,815.57
2024-01-22,Vancouver,415.48
2024-01-23,Vancouver,409.68
2024-01-24,Vancouver,426.78
2024-01-25,Vancouver,406.78
2024-01-26,Vancouver,424.68
2024-01-27,Vancouver,824.27
2024-01-28,Vancouver,807.97
2024-01-29,Vancouver,405.98
2024-01-30,Vancouver,407.18
2024-01-31,Vancouver,406.98
2024-02-01,Vancouver,407.68
2024-02-02,Vancouver,406.98
2024-02-03,Vancouver,800.67
2024-02-04,Vancouver,801.67
2024-02-05,Vancouver,413.88
2024-02-06,Vancouver,408.88
2024-02-07,Vancouver,406.28
2024-02-08,Vancouver,404.58
2024-02-09,Vancouver,406.78
2024-02-10,Vancouver,802.77
2024-02-11,Vancouver,805.37
2024-02-12,Vancouver,406.28
2024-02-13,Vancouver,403.18
2024-02-14,Vancouver,414.38
2024-02-15,Vancouver,412.68
2024-02-16,Vancouver,404.28
2024-02-17,Vancouver,803.57
2024-02-18,Vancouver,801.87
2024-02-19,Vancouver,407.18
2024-02-20,Vancouver,412.68
2024-02-21,Vancouver,411.08
2024-02-22,Vancouver,406.68
2024-02-23,Vancouver,404.58
2024-02-24,Vancouver,803.47
2024-02-25,Vancouver,811.37
2024-02-26,Vancouver,404.28
2024-02-27,Vancouver,405.18
2024-02-28,Vancouver,421.38
2024-02-29,Vancouver,431.38
2024-03-01,Vancouver,611.38
2024-03-02,Vancouver,1201.35
2024-03-03,Vancouver,1200.65
2024-03-04,Vancouver,602.28
2024-03-05,Vancouver,602.98
2024-03-06,Vancouver,599.48
2024-03-07,Vancouver,600.48
2024-03-08,Vancouver,603.78
2024-03-09,Vancouver,1203.45
2024-03-10,Vancouver,1210.95
2024-03-11,Vancouver,611.18
2024-03-12,Vancouver,607.68
2024-03-13,Vancouver,604.28
2024-03-14,Vancouver,605.08
2024-03-15,Vancouver,609.18
2024-03-16,Vancouver,1208.05
2024-03-17,Vancouver,1207.25
2024-03-18,Vancouver,609.88
2024-03-19,Vancouver,608.98
2024-03-20,Vancouver,607.98
2024-03-21,Vancouver,609.48
2024-03-22,Vancouver,608.78
2024-03-23,Vancouver,1204.95
2024-03-24,Vancouver,1204.45
2024-03-25,Vancouver,615.78
2024-03-26,Vancouver,608.68
2024-03-27,Vancouver,620.78
2024-03-28,Vancouver,609.98
2024-03-29,Vancouver,608.08
2024-03-30,Vancouver,1205.85
2024-03-31,Vancouver,1204.85
2024-04-01,Vancouver,608.78
2024-04-02,Vancouver,611.18
2024-04-03,Vancouver,607.18
2024-04-04,Vancouver,607.08
2024-04-05,Vancouver,605.98
2024-04-06,Vancouver,1208.55
2024-04-07,Vancouver,1205.15
2024-04-08,Vancouver,607.28
2024-04-09,Vancouver,609.88
2024-04-10,Vancouver,608.08
2024-04-11,Vancouver,608.18
2024-04-12,Vancouver,610.18
2024-04-13,Vancouver,1207.45
2024-04-14,Vancouver,1207.15
2024-04-15,Vancouver,607.78
2024-04-16,Vancouver,606.08
2024-04-17,Vancouver,606.88
2024-04-18,Vancouver,609.38
2024-04-19,Vancouver,613.18
2024-04-20,Vancouver,1206.75
2024-04-21,Vancouver,1204.15
2024-04-22,Vancouver,609.48
2024-04-23,Vancouver,612.38
2024-04-24,Vancouver,609.48
2024-04-25,Vancouver,623.78
2024-04-26,Vancouver,610.78
2024-04-27,Vancouver,1205.35
2024-04-28,Vancouver,1206.15
2024-04-29,Vancouver,610.58
2024-04-30,Vancouver,613.28
2024-05-01,Vancouver,608.08
2024-05-02,Vancouver,616.38
2024-05-03,Vancouver,617.78
2024-05-04,Vancouver,1227.25
2024-05-05,Vancouver,1206.95
2024-05-06,Vancouver,610.18
2024-05-07,Vancouver,607.78
2024-05-08,Vancouver,609.28
2024-05-09,Vancouver,614.98
2024-05-10,Vancouver,617.28
2024-05-11,Vancouver,1215.65
2024-05-12,Vancouver,1212.15
2024-05-13,Vancouver,613.08
2024-05-14,Vancouver,614.08
2024-05-15,Vancouver,616.48
2024-05-16,Vancouver,612.98
2024-05-17,Vancouver,610.48
2024-05-18,Vancouver,1206.35
