EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
2094,57,14,No,$37.61 ,40,Salary,78228.8,58,Information Technology,Female,Married,9.0,23.0,Direct Deposit,Yes
2095,43,1,No,$71.46 ,40,Salary,148636.8,47,Marketing,Female,Divorced,7.0,13.0,Mail Check,Yes
2098,38,1,No,$91.45 ,40,Salary,330216.0,13,Marketing,Male,Divorced,6.0,16.0,Mail Check,Yes
2099,45,16,Yes,$75.37 ,40,Salary,156769.6,66,Healthcare,Female,Divorced,6.0,10.0,Mail Check,Yes
2101,44,18,Yes,$44.14 ,40,Salary,92811.2,11,Research,Male,Divorced,4.0,20.0,Mail Check,Yes
2102,43,5,No,$38.99 ,40,Salary,81099.2,6,Information Technology,Male,Married,7.0,18.0,Mail Check,Yes
2104,44,17,Yes,$91.33 ,40,Salary,289675.2,75,Manufacturing,Female,Divorced,1.0,24.0,Mail Check,Yes
2106,37,3,No,$26.26 ,40,Salary,54620.8,78,Healthcare,Female,Single,3.0,15.0,Mail Check,Yes
2107,43,3,No,$90.28 ,40,Salary,287574.4,20,Research,Male,Married,8.0,14.0,Mail Check,Yes
2109,33,5,No,$25.64 ,40,Salary,53331.2,3,Human Resources,Male,Divorced,2.0,15.0,Mail Check,Yes
2110,46,9,No,$76.90 ,40,Salary,159952.0,53,Sales,Male,Married,5.0,10.0,Mail Check,Yes
2112,47,18,No,$34.62 ,40,Salary,72009.6,42,Research,Male,Married,1.0,19.0,Mail Check,Yes
2114,47,16,No,$70.89 ,40,Salary,147451.2,77,Marketing,Female,Married,9.0,9.0,Mail Check,Yes
2116,26,3,Yes,$22.28 ,40,Salary,46134.4,5,Human Resources,Male,Married,3.0,9.0,Direct Deposit,Yes
2117,42,4,Yes,$32.02 ,40,Salary,66601.6,250,Laboratory,Male,Single,6.0,21.0,Mail Check,Yes
2120,47,8,Yes,$85.34 ,40,Salary,177507.2,21,Research,Female,Married,7.0,19.0,Mail Check,Yes
2121,40,7,Yes,$26.91 ,40,Salary,55972.8,88,Sales,Male,Divorced,8.0,11.0,Mail Check,Yes
2122,49,9,No,$44.87 ,40,Salary,93329.6,10,Sales,Male,Divorced,3.0,6.0,Mail Check,Yes
2124,32,6,Yes,$28.31 ,40,Salary,58884.8,67,Sales,Male,Divorced,1.0,25.0,Mail Check,Yes
2125,26,3,No,$20.69 ,40,Salary,43035.2,88,Sales,Male,Single,2.0,21.0,Direct Deposit,Yes
2126,51,18,Yes,$74.48 ,40,Salary,154928.4,3,Sales,Female,Divorced,2.0,6.0,Direct Deposit,Yes
2127,47,10,No,$77.25 ,40,Salary,160680.0,22,Healthcare,Male,Divorced,4.0,24.0,Direct Deposit,Yes
2132,30,6,Yes,$28.47 ,40,Salary,38417.6,80,Healthcare,Male,Divorced,1.0,13.0,Mail Check,Yes
2134,46,18,Yes,$68.20 ,40,Salary,142856.0,15,Manufacturing,Female,Married,1.0,19.0,Mail Check,Yes
2136,59,11,Yes,$41.69 ,40,Salary,86715.2,0,Laboratory,Male,Married,5.0,23.0,Mail Check,Yes
2137,36,2,No,$41.47 ,40,Salary,86257.6,250,Healthcare,Male,Married,2.0,19.0,Mail Check,Yes
2138,54,13,Yes,$90.45 ,40,Salary,288136.0,34,Sales,Prefer Not to Answer,Married,6.0,15.0,Mail Check,Yes
2140,53,11,Yes,$48.22 ,40,Salary,100297.6,13,Healthcare,Female,Divorced,8.0,19.0,Direct Deposit,Yes
2143,35,5,Yes,$24.35 ,40,Salary,50648.0,79,Human Resources,Male,Divorced,3.0,24.0,Mail Check,Yes
2144,59,5,Yes,$59.31 ,40,Salary,123364.8,83,Sales,Male,Married,9.0,10.0,Direct Deposit,Yes
2145,42,3,No,$34.88 ,40,Salary,72550.4,40,Human Resources,Female,Single,2.0,18.0,Mail Check,Yes
2147,52,12,No,$39.76 ,40,Salary,82700.8,82,Marketing,Male,Single,1.0,5.0,Direct Deposit,Yes
2149,47,6,No,$43.21 ,40,Salary,89876.8,250,Research,Male,Married,2.0,12.0,Mail Check,Yes
2150,30,7,No,$24.42 ,40,Salary,50793.6,29,Sales,Male,Married,1.0,11.0,Mail Check,Yes
2152,23,1,Yes,$22.41 ,40,Salary,46612.8,52,Sales,Female,Single,3.0,24.0,Mail Check,Yes
2154,43,3,No,$75.92 ,40,Salary,157913.6,75,Manufacturing,Male,Married,6.0,9.0,Mail Check,Yes
2155,44,8,No,$66.27 ,40,Salary,137841.6,53,Research,Female,Divorced,3.0,13.0,Direct Deposit,Yes
2161,39,5,No,$86.01 ,40,Salary,178900.8,56,Information Technology,Female,Married,4.0,10.0,Mail Check,Yes
2162,52,14,No,$34.17 ,40,Salary,71073.6,36,Research,Male,Married,3.0,8.0,Mail Check,Yes
2164,30,8,Yes,$28.83 ,40,Salary,59966.4,33,Manufacturing,Female,Married,2.0,24.0,Direct Deposit,Yes
2167,35,6,Yes,$28.29 ,40,Salary,38043.2,60,Marketing,Female,Divorced,6.0,18.0,Mail Check,Yes
2170,35,5,Yes,$27.64 ,40,Salary,57491.2,37,Human Resources,Male,Single,1.0,10.0,Mail Check,Yes
2171,49,18,No,$69.84 ,40,Salary,145267.2,51,Healthcare,Male,Divorced,5.0,6.0,Direct Deposit,Yes
2172,38,10,Yes,$31.28 ,40,Salary,64854.4,32,Research,Female,Single,4.0,5.0,Mail Check,Yes
2173,39,4,Yes,$65.34 ,40,Salary,135907.2,64,Human Resources,Female,Divorced,5.0,14.0,Direct Deposit,Yes
2175,31,6,Yes,$25.35 ,40,Salary,52728.0,83,Information Technology,Female,Single,3.0,23.0,Mail Check,Yes
2177,38,1,Yes,$85.76 ,40,Salary,178380.8,16,Human Resources,Female,Divorced,6.0,12.0,Direct Deposit,Yes
2180,36,7,No,$94.06 ,40,Salary,335644.8,13,Marketing,Male,Divorced,2.0,7.0,Direct Deposit,Yes
2181,47,7,Yes,$31.28 ,40,Salary,64854.4,60,Manufacturing,Male,Married,6.0,18.0,Mail Check,Yes
2184,47,11,Yes,$34.84 ,40,Salary,72467.2,5,Laboratory,Male,Married,8.0,9.0,Mail Check,Yes
2185,53,11,No,$83.41 ,40,Salary,173492.8,250,Sales,Male,Married,8.0,25.0,Mail Check,Yes
2186,21,1,Yes,$22.43 ,40,Salary,46654.4,9,Research,Male,Married,1.0,15.0,Direct Deposit,Yes
2187,38,5,No,$27.10 ,40,Salary,56368.0,22,Research,Male,Married,4.0,17.0,Mail Check,Yes
2188,59,8,No,$67.01 ,40,Salary,139380.8,33,Information Technology,Female,Divorced,5.0,17.0,Direct Deposit,Yes
2189,54,14,No,$92.20 ,40,Salary,331776.0,12,Information Technology,Female,Divorced,6.0,10.0,Mail Check,Yes
2191,49,12,Yes,$94.58 ,40,Salary,336726.4,66,Information Technology,Male,Married,7.0,8.0,Direct Deposit,Yes
2192,43,9,Yes,$34.80 ,40,Salary,72384.0,78,Marketing,Male,Single,2.0,18.0,Direct Deposit,Yes
2194,39,4,No,$63.28 ,40,Salary,131622.4,25,Research,Male,Married,4.0,25.0,Mail Check,Yes
2197,24,1,No,$21.35 ,40,Salary,44408.0,13,Healthcare,Male,Married,3.0,9.0,Mail Check,Yes
2200,55,20,Yes,$51.22 ,40,Salary,106537.6,64,Manufacturing,Male,Divorced,1.0,19.0,Mail Check,Yes
2201,48,14,No,$63.34 ,40,Salary,131747.2,1,Human Resources,Female,Married,5.0,18.0,Mail Check,Yes
2202,49,18,Yes,$38.35 ,40,Salary,79768.0,3,Marketing,Female,Divorced,6.0,10.0,Mail Check,Yes
2203,22,1,Yes,$20.81 ,40,Salary,2284.8,22,Research,Female,Married,3.0,5.0,Direct Deposit,Yes
2204,52,12,No,$79.08 ,40,Salary,164486.4,250,Information Technology,Female,Married,6.0,20.0,Mail Check,Yes
2208,24,1,No,$20.08 ,40,Salary,41766.4,5,Research,Male,Single,1.0,19.0,Mail Check,Yes
2209,52,9,No,$42.50 ,40,Salary,88400.0,61,Sales,Male,Married,7.0,14.0,Direct Deposit,Yes
2210,49,13,Yes,$42.90 ,40,Salary,89232.0,17,Sales,Male,Divorced,3.0,21.0,Mail Check,Yes
2211,30,7,No,$24.73 ,40,Salary,51438.4,51,Manufacturing,Female,Divorced,2.0,5.0,Mail Check,Yes
2213,32,9,Yes,$27.77 ,40,Salary,57761.6,41,Marketing,Male,Single,2.0,12.0,Mail Check,Yes
2214,61,16,No,$91.91 ,40,Salary,331172.8,53,Laboratory,Female,Married,9.0,21.0,Mail Check,Yes
2215,59,8,Yes,$43.09 ,40,Salary,89627.2,0,Information Technology,Female,Single,3.0,19.0,Mail Check,Yes
2217,57,18,No,$70.39 ,40,Salary,146411.2,37,Research,Female,Divorced,4.0,25.0,Mail Check,Yes
2218,37,5,Yes,$31.44 ,40,Salary,65395.2,36,Marketing,Male,Single,6.0,23.0,Mail Check,Yes
2219,33,7,Yes,$22.97 ,40,Salary,47777.6,12,Research,Female,Single,2.0,23.0,Mail Check,Yes
2220,61,16,No,$76.08 ,40,Salary,158246.4,40,Sales,Female,Divorced,6.0,7.0,Mail Check,Yes
2223,36,8,Yes,$35.55 ,40,Salary,73944.0,76,Information Technology,Female,Married,5.0,16.0,Mail Check,Yes
2225,38,10,No,$29.87 ,40,Salary,62129.6,36,Information Technology,Male,Married,2.0,25.0,Mail Check,Yes
2226,49,20,Yes,$82.85 ,40,Salary,172328.0,2,Marketing,Female,Divorced,6.0,16.0,Mail Check,Yes
2227,43,5,No,$94.32 ,40,Salary,336285.6,70,Marketing,Female,Divorced,7.0,23.0,Mail Check,Yes
2231,41,7,No,$92.30 ,40,Salary,333384.0,0,Research,Male,Married,5.0,17.0,Mail Check,Yes
2232,42,3,No,$50.92 ,40,Salary,105913.6,9,Sales,Female,Divorced,1.0,19.0,Mail Check,Yes
2233,59,14,Yes,$61.24 ,40,Salary,127379.2,89,Marketing,Female,Divorced,1.0,11.0,Direct Deposit,Yes
2234,54,7,Yes,$33.05 ,40,Salary,39624.0,7,Sales,Female,Single,3.0,12.0,Mail Check,Yes
2238,60,12,Yes,$41.06 ,40,Salary,85404.8,69,Healthcare,Female,Single,3.0,18.0,Mail Check,Yes
2239,49,6,No,$68.75 ,40,Salary,143000.0,250,Laboratory,Female,Married,3.0,22.0,Mail Check,Yes
2240,25,3,No,$20.03 ,40,Salary,41662.4,51,Manufacturing,Female,Single,2.0,5.0,Mail Check,Yes
2243,47,20,No,$96.83 ,40,Salary,201406.4,250,Manufacturing,Male,Divorced,8.0,11.0,Mail Check,Yes
2246,34,9,No,$29.38 ,40,Salary,63931.2,62,Information Technology,Male,Married,5.0,9.0,Mail Check,Yes
2247,42,7,No,$96.78 ,40,Salary,201302.4,25,Manufacturing,Female,Divorced,8.0,8.0,Mail Check,Yes
2250,60,13,Yes,$54.83 ,40,Salary,114046.4,25,Research,Female,Married,4.0,12.0,Mail Check,Yes
2251,43,9,Yes,$35.38 ,40,Salary,73590.4,63,Marketing,Male,Divorced,2.0,12.0,Direct Deposit,Yes
2252,42,3,No,$77.91 ,40,Salary,162052.8,32,Manufacturing,Female,Divorced,6.0,22.0,Mail Check,Yes
2255,59,5,No,$47.11 ,40,Salary,97988.8,55,Research,Male,Married,5.0,11.0,Mail Check,Yes
2256,54,5,No,$52.49 ,40,Salary,109179.2,1,Manufacturing,Female,Divorced,5.0,14.0,Direct Deposit,Yes
2257,42,1,No,$74.33 ,40,Salary,154606.4,34,Manufacturing,Male,Married,4.0,11.0,Mail Check,Yes
2259,44,10,No,$80.15 ,40,Salary,166712.0,54,Human Resources,Female,Divorced,7.0,5.0,Mail Check,Yes
2260,60,19,Yes,$93.32 ,40,Salary,334105.6,41,Human Resources,Female,Married,9.0,13.0,Direct Deposit,Yes
2267,41,7,Yes,$64.81 ,40,Salary,134804.8,43,Human Resources,Female,Divorced,3.0,18.0,Mail Check,Yes
2269,43,2,No,$70.50 ,40,Salary,146640.0,25,Sales,Female,Married,4.0,14.0,Direct Deposit,Yes
2270,52,16,Yes,$70.79 ,40,Salary,147243.2,76,Information Technology,Female,Divorced,3.0,6.0,Mail Check,Yes
2271,49,18,No,$45.63 ,40,Salary,94910.4,13,Laboratory,Female,Divorced,6.0,19.0,Mail Check,Yes
2272,61,10,No,$93.07 ,40,Salary,333585.6,36,Research,Female,Married,4.0,16.0,Mail Check,Yes
2278,57,10,No,$40.83 ,40,Salary,84926.4,20,Human Resources,Female,Single,2.0,19.0,Mail Check,Yes
2282,44,14,Yes,$35.88 ,40,Salary,74630.4,52,Information Technology,Female,Single,9.0,7.0,Mail Check,Yes
2283,47,15,No,$38.10 ,40,Salary,79248.0,74,Research,Male,Single,4.0,6.0,Mail Check,Yes
2284,44,9,Yes,$47.04 ,40,Salary,97843.2,250,Healthcare,Male,Divorced,4.0,22.0,Mail Check,Yes
2287,40,6,No,$29.51 ,40,Salary,61380.8,50,Human Resources,Male,Married,9.0,10.0,Direct Deposit,Yes
2288,37,2,Yes,$62.26 ,40,Salary,129500.8,28,Laboratory,Female,Divorced,1.0,21.0,Mail Check,Yes
2289,56,10,Yes,$49.47 ,40,Salary,102897.6,38,Sales,Female,Divorced,1.0,22.0,Direct Deposit,Yes
2290,60,13,No,$40.74 ,40,Salary,84739.2,81,Human Resources,Female,Married,5.0,17.0,Mail Check,Yes
2293,39,10,No,$87.86 ,40,Salary,282748.8,41,Sales,Female,Married,5.0,23.0,Direct Deposit,Yes
2294,57,18,No,$86.88 ,40,Salary,280710.4,78,Information Technology,Female,Divorced,3.0,6.0,Mail Check,Yes
2299,34,6,Yes,$24.64 ,40,Salary,51251.2,57,Research,Female,Single,6.0,17.0,Mail Check,Yes
2302,45,20,Yes,$97.65 ,40,Salary,203112.0,55,Research,Female,Divorced,2.0,19.0,Mail Check,Yes
2305,58,6,Yes,$56.85 ,40,Salary,128248.0,250,Human Resources,Male,Married,8.0,15.0,Mail Check,Yes
2306,33,4,No,$30.94 ,40,Salary,64355.2,41,Manufacturing,Male,Divorced,1.0,8.0,Mail Check,Yes
2307,40,4,No,$29.15 ,40,Salary,60632.0,33,Healthcare,Male,Single,1.0,22.0,Mail Check,Yes
2311,21,1,Yes,$20.40 ,40,Salary,42432.0,250,Manufacturing,Male,Single,3.0,17.0,Mail Check,Yes
2312,24,1,No,$22.14 ,40,Salary,46051.2,58,Manufacturing,Female,Married,1.0,20.0,Mail Check,Yes
2313,35,10,No,$24.46 ,40,Salary,50876.8,77,Manufacturing,Female,Single,4.0,6.0,Mail Check,Yes
2314,23,1,Yes,$20.93 ,40,Salary,43534.4,42,Sales,Female,Single,1.0,24.0,Direct Deposit,Yes
2315,40,6,No,$42.43 ,40,Salary,88254.4,57,Research,Male,Single,9.0,14.0,Mail Check,Yes
2318,41,7,Yes,$32.26 ,40,Salary,67100.8,64,Manufacturing,Female,Married,3.0,10.0,Mail Check,Yes
2319,39,4,Yes,$64.56 ,40,Salary,134284.8,2,Laboratory,Female,Married,6.0,23.0,Direct Deposit,Yes
2320,58,11,No,$43.67 ,40,Salary,90833.6,75,Sales,Female,Married,8.0,9.0,Direct Deposit,Yes
2321,32,10,Yes,$31.03 ,40,Salary,64542.4,14,Research,Female,Divorced,2.0,12.0,Mail Check,Yes
2325,35,10,Yes,$22.87 ,40,Salary,47569.6,1,Laboratory,Male,Divorced,1.0,25.0,Mail Check,Yes
2326,61,16,Yes,$92.85 ,40,Salary,333128.0,44,Human Resources,Female,Married,3.0,19.0,Mail Check,Yes
2329,30,1,Yes,$22.90 ,40,Salary,47632.0,5,Research,Female,Divorced,3.0,25.0,Mail Check,Yes
2330,43,7,No,$92.28 ,40,Salary,333342.4,72,Sales,Female,Married,7.0,18.0,Mail Check,Yes
2331,38,8,Yes,$30.88 ,40,Salary,64230.4,250,Marketing,Male,Married,4.0,20.0,Mail Check,Yes
2332,30,4,Yes,$28.32 ,40,Salary,58905.6,9,Research,Female,Divorced,1.0,17.0,Mail Check,Yes
2334,46,10,No,$34.67 ,40,Salary,72113.6,67,Sales,Female,Divorced,7.0,10.0,Mail Check,Yes
2335,53,8,Yes,$93.26 ,40,Salary,333980.8,12,Research,Male,Married,3.0,5.0,Mail Check,Yes
2337,47,16,No,$95.75 ,40,Salary,339160.0,81,Marketing,Male,Divorced,3.0,20.0,Mail Check,Yes
2339,36,4,Yes,$85.51 ,40,Salary,177860.8,45,Laboratory,Female,Divorced,3.0,14.0,Mail Check,Yes
2340,40,3,No,$97.86 ,40,Salary,203548.8,38,Research,Female,Divorced,2.0,14.0,Mail Check,Yes
2341,43,6,Yes,$92.69 ,40,Salary,332795.2,16,Information Technology,Male,Married,3.0,16.0,Direct Deposit,Yes
2342,52,12,Yes,$94.13 ,40,Salary,335790.4,11,Laboratory,Female,Divorced,7.0,24.0,Mail Check,Yes
2343,46,10,Yes,$36.64 ,40,Salary,76211.2,2,Sales,Male,Single,7.0,21.0,Mail Check,Yes
2347,48,19,Yes,$53.77 ,40,Salary,112841.6,69,Research,Male,Married,4.0,11.0,Mail Check,Yes
2350,37,1,No,$82.79 ,40,Salary,172203.2,35,Human Resources,Female,Married,3.0,19.0,Direct Deposit,Yes
2354,48,18,Yes,$72.89 ,40,Salary,151611.2,88,Human Resources,Female,Divorced,1.0,7.0,Mail Check,Yes
2356,53,19,Yes,$72.42 ,40,Salary,150633.6,76,Human Resources,Female,Married,3.0,17.0,Mail Check,Yes
2357,51,15,No,$32.65 ,40,Salary,67912.0,65,Sales,Male,Single,4.0,10.0,Direct Deposit,Yes
2358,50,14,Yes,$74.53 ,40,Salary,155022.4,56,Research,Female,Divorced,8.0,20.0,Mail Check,Yes
2360,37,3,Yes,$40.48 ,40,Salary,84338.4,9,Sales,Female,Divorced,6.0,10.0,Mail Check,Yes
2361,32,7,Yes,$27.98 ,40,Salary,58338.4,13,Sales,Female,Married,3.0,6.0,Mail Check,Yes
2362,58,14,No,$68.37 ,40,Salary,142209.6,2,Research,Male,Divorced,8.0,19.0,Mail Check,Yes
2364,56,19,No,$65.55 ,40,Salary,136344.0,0,Healthcare,Male,Divorced,5.0,21.0,Mail Check,Yes
2367,32,1,Yes,$27.98 ,40,Salary,58338.4,67,Information Technology,Male,Single,3.0,21.0,Mail Check,Yes
2370,35,6,No,$30.56 ,40,Salary,63564.8,1,Healthcare,Female,Divorced,3.0,17.0,Mail Check,Yes
2371,46,7,Yes,$82.15 ,40,Salary,170872.0,41,Healthcare,Female,Divorced,6.0,19.0,Mail Check,Yes
2374,51,16,No,$88.28 ,40,Salary,283414.4,62,Sales,Female,Married,2.0,23.0,Direct Deposit,Yes
2375,45,10,No,$35.13 ,40,Salary,73070.4,41,Healthcare,Female,Married,4.0,5.0,Direct Deposit,Yes
2376,56,7,Yes,$51.93 ,40,Salary,108014.4,62,Sales,Male,Married,5.0,23.0,Mail Check,Yes
2377,54,6,Yes,$34.05 ,40,Salary,70824.0,7,Marketing,Male,Single,2.0,20.0,Mail Check,Yes
2378,30,1,Yes,$30.72 ,40,Salary,63897.6,6,Information Technology,Female,Single,2.0,21.0,Mail Check,Yes
2381,52,9,No,$63.89 ,40,Salary,132891.2,9,Human Resources,Female,Married,3.0,9.0,Mail Check,Yes
2382,48,6,No,$33.29 ,40,Salary,69243.2,17,Information Technology,Female,Single,8.0,7.0,Mail Check,Yes
2383,41,7,Yes,$33.98 ,40,Salary,70678.4,21,Marketing,Female,Married,1.0,18.0,Mail Check,Yes
2384,39,5,No,$41.54 ,40,Salary,86403.2,78,Information Technology,Female,Single,3.0,17.0,Mail Check,Yes
2387,31,3,Yes,$25.02 ,40,Salary,52041.6,3,Healthcare,Female,Single,2.0,8.0,Direct Deposit,Yes
2388,42,1,Yes,$36.96 ,40,Salary,76876.8,4,Research,Male,Single,5.0,5.0,Mail Check,Yes
2389,46,10,No,$76.36 ,40,Salary,158828.8,59,Research,Female,Divorced,2.0,14.0,Mail Check,Yes
2392,32,7,No,$31.17 ,40,Salary,64833.6,34,Laboratory,Female,Married,1.0,11.0,Mail Check,Yes
2396,57,6,Yes,$93.03 ,40,Salary,333502.4,80,Laboratory,Female,Divorced,3.0,23.0,Mail Check,Yes
2400,25,3,No,$20.79 ,40,Salary,43243.2,88,Manufacturing,Female,Single,2.0,20.0,Mail Check,Yes
2401,44,13,Yes,$95.57 ,40,Salary,338785.6,8,Laboratory,Female,Divorced,4.0,9.0,Mail Check,Yes
2402,36,2,Yes,$47.45 ,40,Salary,98696.0,10,Manufacturing,Female,Married,5.0,25.0,Mail Check,Yes
2405,45,19,No,$31.70 ,40,Salary,65936.0,33,Sales,Male,Married,2.0,9.0,Direct Deposit,Yes
2406,52,14,Yes,$53.12 ,40,Salary,110489.6,250,Laboratory,Male,Divorced,1.0,5.0,Mail Check,Yes
2407,59,19,No,$72.99 ,40,Salary,152833.2,58,Laboratory,Male,Married,1.0,19.0,Mail Check,Yes
2409,42,5,No,$63.24 ,40,Salary,131539.2,24,Human Resources,Male,Divorced,2.0,8.0,Direct Deposit,Yes
2410,46,12,Yes,$41.65 ,40,Salary,86632.0,81,Sales,Male,Single,7.0,19.0,Mail Check,Yes
2412,46,8,Yes,$64.68 ,40,Salary,134534.4,33,Research,Female,Married,5.0,15.0,Mail Check,Yes
2413,53,7,No,$38.30 ,40,Salary,79664.0,84,Research,Female,Divorced,6.0,20.0,Mail Check,Yes
2415,60,17,No,$77.39 ,40,Salary,160971.2,75,Manufacturing,Female,Divorced,9.0,10.0,Mail Check,Yes
2419,37,5,No,$92.67 ,40,Salary,332753.6,82,Manufacturing,Female,Divorced,2.0,10.0,Mail Check,Yes
2420,48,16,No,$80.83 ,40,Salary,168126.4,28,Manufacturing,Female,Divorced,8.0,20.0,Mail Check,Yes
2421,39,6,No,$71.16 ,40,Salary,148012.8,7,Human Resources,Female,Divorced,4.0,10.0,Direct Deposit,Yes
2422,35,3,No,$30.33 ,40,Salary,62795.2,87,Research,Male,Divorced,3.0,11.0,Mail Check,Yes
2423,36,2,Yes,$28.12 ,40,Salary,58489.6,66,Human Resources,Male,Single,4.0,22.0,Mail Check,Yes
2424,39,4,No,$30.80 ,40,Salary,64064.0,27,Research,Male,Divorced,3.0,25.0,Mail Check,Yes
2425,54,5,No,$76.74 ,40,Salary,159633.2,27,Research,Female,Married,6.0,6.0,Mail Check,Yes
2428,33,9,Yes,$29.95 ,40,Salary,62296.0,38,Sales,Male,Single,5.0,11.0,Mail Check,Yes
2429,57,5,No,$63.79 ,40,Salary,132683.2,4,Research,Female,Divorced,6.0,14.0,Mail Check,Yes
2431,39,7,No,$63.63 ,40,Salary,132350.4,42,Information Technology,Male,Divorced,4.0,13.0,Mail Check,Yes
2435,48,14,No,$47.36 ,40,Salary,98508.8,12,Manufacturing,Male,Divorced,2.0,7.0,Mail Check,Yes
2437,39,6,Yes,$61.33 ,40,Salary,127275.2,250,Human Resources,Female,Divorced,5.0,14.0,Mail Check,Yes
2438,41,9,Yes,$40.53 ,40,Salary,84302.4,68,Laboratory,Male,Single,2.0,22.0,Mail Check,Yes
2439,46,16,No,$34.72 ,40,Salary,72217.6,62,Healthcare,Female,Married,7.0,13.0,Mail Check,Yes
2440,57,18,No,$32.77 ,40,Salary,68161.6,56,Manufacturing,Female,Married,2.0,6.0,Mail Check,Yes
2441,37,1,Yes,$67.02 ,40,Salary,139401.6,53,Sales,Female,Married,4.0,25.0,Mail Check,Yes
2442,38,2,Yes,$29.72 ,40,Salary,62817.6,63,Sales,Female,Married,4.0,25.0,Mail Check,Yes
2443,43,7,Yes,$35.06 ,40,Salary,72924.8,10,Laboratory,Male,Married,5.0,7.0,Direct Deposit,Yes
2445,47,6,Yes,$44.82 ,40,Salary,93225.6,7,Manufacturing,Female,Divorced,1.0,23.0,Mail Check,Yes
2446,32,1,Yes,$25.10 ,40,Salary,52208.0,39,Manufacturing,Female,Divorced,3.0,21.0,Mail Check,Yes
2448,37,5,Yes,$49.24 ,40,Salary,102433.2,66,Human Resources,Female,Married,6.0,21.0,Mail Check,Yes
2450,43,3,No,$55.43 ,40,Salary,115294.4,52,Manufacturing,Male,Divorced,6.0,25.0,Mail Check,Yes
2451,37,9,No,$28.16 ,40,Salary,58572.8,53,Laboratory,Female,Married,6.0,18.0,Mail Check,Yes
2454,36,2,Yes,$30.50 ,40,Salary,63440.0,71,Marketing,Male,Single,3.0,6.0,Direct Deposit,Yes
2455,48,15,No,$83.84 ,40,Salary,174387.2,21,Information Technology,Prefer Not to Answer,Divorced,5.0,21.0,Mail Check,Yes
2459,48,16,Yes,$71.24 ,40,Salary,148179.2,47,Sales,Female,Married,9.0,21.0,Mail Check,Yes
2460,42,6,No,$51.29 ,40,Salary,106683.2,2,Sales,Male,Divorced,4.0,10.0,Mail Check,Yes
2462,52,12,No,$48.38 ,40,Salary,100630.4,56,Sales,Female,Married,7.0,11.0,Direct Deposit,Yes
2464,42,3,Yes,$41.03 ,40,Salary,85342.4,10,Research,Male,Single,8.0,17.0,Direct Deposit,Yes
2465,60,13,Yes,$83.52 ,40,Salary,173721.6,44,Healthcare,Male,Married,1.0,11.0,Mail Check,Yes
2470,44,20,No,$79.34 ,40,Salary,165027.2,43,Manufacturing,Female,Married,2.0,11.0,Mail Check,Yes
2473,46,13,No,$79.81 ,40,Salary,166004.8,50,Manufacturing,Female,Divorced,9.0,15.0,Direct Deposit,Yes
2474,56,5,No,$81.42 ,40,Salary,169353.6,12,Research,Female,Married,7.0,21.0,Mail Check,Yes
2477,55,18,No,$84.02 ,40,Salary,174761.6,39,Healthcare,Female,Divorced,2.0,23.0,Mail Check,Yes
2478,54,7,Yes,$92.98 ,40,Salary,333398.4,40,Research,Female,Divorced,9.0,21.0,Mail Check,Yes
2479,22,1,Yes,$17.92 ,40,Salary,37273.6,24,Laboratory,Female,Single,2.0,10.0,Direct Deposit,Yes
2481,45,8,Yes,$92.82 ,40,Salary,333065.6,30,Research,Female,Married,7.0,23.0,Direct Deposit,Yes
2482,32,9,Yes,$29.15 ,40,Salary,58481.6,23,Manufacturing,Female,Married,1.0,6.0,Mail Check,Yes
2484,40,5,Yes,$41.62 ,40,Salary,86569.6,250,Laboratory,Male,Single,5.0,5.0,Mail Check,Yes
2485,54,5,No,$36.74 ,40,Salary,76433.2,250,Manufacturing,Female,Divorced,6.0,23.0,Mail Check,Yes
2488,37,2,No,$94.05 ,40,Salary,335624.0,64,Laboratory,Male,Divorced,5.0,17.0,Mail Check,Yes
2491,46,8,Yes,$87.28 ,40,Salary,281334.4,250,Sales,Female,Married,3.0,17.0,Mail Check,Yes
2492,39,8,Yes,$68.09 ,40,Salary,141627.2,65,Human Resources,Female,Divorced,3.0,24.0,Mail Check,Yes
2493,35,5,Yes,$30.99 ,40,Salary,64459.2,250,Research,Female,Single,5.0,21.0,Mail Check,Yes
2495,39,2,Yes,$30.02 ,40,Salary,62441.6,53,Research,Female,Married,4.0,14.0,Mail Check,Yes
2497,32,2,No,$22.77 ,40,Salary,47361.6,250,Laboratory,Female,Single,3.0,9.0,Mail Check,Yes
2498,40,2,Yes,$74.99 ,40,Salary,155979.2,250,Laboratory,Female,Divorced,5.0,14.0,Direct Deposit,Yes
2499,37,1,No,$26.82 ,40,Salary,55785.6,13,Marketing,Female,Single,2.0,25.0,Mail Check,Yes
2501,30,6,Yes,$24.36 ,40,Salary,50668.8,69,Healthcare,Male,Married,2.0,19.0,Mail Check,Yes
2502,34,1,No,$25.48 ,40,Salary,52998.4,42,Information Technology,Male,Married,3.0,24.0,Mail Check,Yes
2505,37,1,Yes,$30.36 ,40,Salary,63148.8,0,Research,Female,Divorced,1.0,19.0,Mail Check,Yes
