Price,SquareFootage,NumBathrooms,CrimeRate,SchoolRating,RenovationQuality,LocalAmenities,DistanceToCityCenter,Garage
395658.2952,759.25,2.381737453,61.26,5.45,5.21,10.0,32.03,0
505005.466,1239.85,3.216056701,28.45,5.41,4.68,4.41,33.92,0
210645.6183,550.0,1.0,44.25,8.65,2.22,4.47,11.91,0
330731.053,550.0,3.992065969,20.37,6.71,5.16,6.67,2.85,0
151940.0427,1072.97,1.198938557,31.76,8.02,4.53,6.62,11.45,1
301953.5935,1411.35,1.0,46.86,8.51,2.33,1.34,39.78,0
191893.9135,1063.59,2.128704106,49.17,5.27,5.97,5.64,16.56,1
435340.0265,1209.54,3.874017399,12.29,9.06,5.7,7.97,16.46,1
135238.8633,967.5,1.907266685,56.21,9.2,4.31,6.0,30.64,0
422422.0922,1340.86,2.16558917,64.77,6.55,1.78,4.78,9.78,1
222700.0343,898.42,3.252616529,30.12,4.67,5.03,6.72,14.5,0
199811.224,550.0,2.281631141,60.9,7.84,6.5,5.39,30.24,1
419228.1018,736.06,1.924533119,38.98,8.98,5.86,4.36,1.62,0
124195.6191,856.29,1.277602031,36.53,8.28,4.48,2.83,31.67,1
189138.1239,1193.66,1.0,22.38,5.09,3.43,7.45,9.34,0
174835.0863,661.34,1.994637758,44.51,5.52,4.13,5.24,3.48,0
483033.3232,1681.9,2.420030579,40.26,8.36,8.41,0.0,20.5,1
214365.1076,550.0,1.456745945,10.91,4.43,1.37,4.05,38.07,0
190229.8273,550.0,1.0,3.85,10.0,4.85,6.16,17.19,0
257123.6481,550.0,1.746833229,44.9,4.5,1.31,9.64,30.43,1
386734.8426,1302.08,3.287337664,32.03,8.26,7.86,10.0,18.01,0
255046.6856,897.34,1.538119098,29.83,5.01,5.1,1.69,27.25,1
313945.7134,738.56,1.935606666,9.32,6.36,5.69,9.38,24.19,0
177081.8556,1483.89,1.953499456,48.02,7.91,4.75,5.17,17.02,0
244605.9014,1773.43,1.0,10.13,7.86,5.54,4.27,0.51,1
104702.2639,550.0,2.440589404,46.01,5.19,1.73,10.0,13.07,1
272321.0159,1313.83,2.091742758,44.94,4.74,5.81,5.17,15.0,0
324141.5167,1754.53,1.0,19.18,7.6,6.92,6.81,20.8,0
208361.4597,660.2,2.684531034,9.16,5.98,4.36,0.09,13.61,0
485149.4351,2393.06,3.673648726,48.55,8.01,8.06,9.14,23.63,1
1046675.64,2031.17,4.016232056,17.64,10.0,9.63,4.75,19.47,1
228408.6537,1190.73,1.0,29.41,6.06,6.72,5.57,12.51,1
219115.0432,946.99,1.227902599,72.72,8.07,4.68,4.62,16.94,1
397536.3935,1055.58,2.438118551,49.74,7.96,7.69,5.88,32.61,1
380920.0576,652.85,2.918593491,21.09,5.79,4.85,10.0,6.85,1
194645.6957,550.0,1.18557398,31.68,6.91,0.89,2.05,34.65,0
256709.7659,1056.18,2.816784211,54.6,8.76,3.56,10.0,13.4,0
415232.6716,877.32,2.725773659,4.2,7.25,4.73,2.52,11.34,0
291851.8906,1386.69,1.0,36.86,5.23,5.14,7.44,2.96,0
298156.0984,1492.49,3.813495732,9.8,8.99,10.0,6.87,16.16,0
597936.86,2240.4,4.125460955,56.42,8.3,5.76,9.54,13.61,0
93244.66967,550.0,1.0,4.29,7.15,4.25,10.0,38.54,1
435899.0208,1486.55,1.430571518,25.92,8.14,6.45,6.84,5.74,0
297723.341,571.47,2.761838638,30.14,7.64,3.06,2.34,23.56,1
285337.659,1662.01,1.487104365,37.73,8.3,4.73,4.39,9.17,0
338282.5032,1284.46,1.375408775,0.03,8.15,5.12,2.85,27.51,1
680379.2709,1411.04,1.0,37.83,5.23,8.06,7.75,2.26,0
154910.4527,1218.0,2.219565194,53.18,5.63,5.77,9.24,38.25,1
141305.0162,550.0,2.599736227,10.63,2.98,3.62,0.06,34.72,0
351857.5163,1721.9,2.411495119,15.82,9.23,8.25,7.29,5.92,1
315702.0311,1048.32,5.746047597,4.72,6.77,6.21,8.02,23.45,1
625194.5566,761.55,1.819447808,0.14,8.63,4.09,5.73,2.04,1
202105.9233,550.0,1.0,12.48,8.26,3.19,7.43,1.56,0
838651.0995,2122.41,3.772172218,27.2,8.84,7.15,6.91,20.23,0
269142.4041,959.84,3.726870422,2.65,7.68,8.31,6.84,2.47,0
154184.2007,761.29,1.205137548,15.3,3.72,2.66,5.78,48.06,0
158586.5965,550.0,1.924803598,19.69,2.83,2.75,3.13,37.74,1
250219.6031,958.82,1.047291764,48.48,6.32,4.73,4.79,6.98,0
354530.4942,2003.66,3.495762664,23.63,6.51,7.0,5.67,14.38,0
227591.673,998.15,1.974981366,23.69,6.1,5.91,3.55,10.82,0
380247.8732,1841.69,1.543066863,22.37,6.34,5.01,6.95,9.63,1
173230.4008,1243.54,1.295624367,53.02,8.04,3.32,9.98,11.35,1
192555.8989,550.0,2.367256464,9.24,7.53,7.5,2.67,15.25,1
218988.0487,550.0,2.781420233,4.96,4.74,3.78,6.72,11.16,0
346545.9581,1155.29,3.919738397,22.93,9.44,6.05,6.61,4.19,0
108831.3591,1229.67,1.0,57.5,6.39,4.08,3.65,16.44,0
251114.3834,1487.28,1.0,15.28,7.12,6.06,8.25,9.46,0
150168.9155,550.0,1.730126927,19.52,9.63,4.96,0.11,20.81,0
290681.4959,550.0,1.0,60.08,6.17,3.07,9.15,19.48,0
188074.8765,550.0,2.078213767,2.75,7.62,6.16,3.04,29.72,0
130243.4643,550.0,1.0,49.12,7.84,2.68,3.86,50.4,0
402828.9072,1134.91,1.934008121,66.85,6.23,5.41,3.8,9.65,1
185506.6524,1074.52,1.434396635,76.47,6.5,2.04,0.59,43.07,0
636344.946,894.63,4.365377479,28.61,8.24,8.1,6.99,14.92,0
116963.4581,550.0,2.162152172,17.64,7.23,4.02,10.0,17.41,1
195228.6598,826.08,3.119365868,70.57,3.63,0.34,7.35,8.48,0
247500.2352,1504.65,4.038671452,54.47,8.77,6.25,10.0,11.65,0
220771.2414,1573.03,1.166598168,8.91,5.19,3.89,6.85,9.64,0
262995.1233,1530.0,1.785409923,17.62,6.05,4.38,3.8,10.08,1
452777.9337,1715.76,2.92128526,57.25,9.41,7.9,10.0,20.61,0
150876.3169,723.76,1.291598875,20.68,7.61,3.4,5.6,2.55,0
287045.0396,1723.02,2.264268725,15.1,7.01,5.0,6.15,6.6,0
377986.588,1155.62,2.661662202,52.83,8.95,7.58,9.69,16.96,0
205482.8076,550.0,1.480022478,59.07,5.8,3.86,5.42,13.89,1
146453.1937,550.0,1.082281672,56.96,5.59,3.8,0.79,13.85,1
314438.3722,550.0,1.626162621,34.19,7.8,2.76,5.4,11.6,1
183399.3991,887.74,2.035870756,26.29,5.7,3.67,3.48,14.76,0
362597.7191,901.0,3.411189375,21.19,10.0,4.62,9.88,19.49,1
332446.69,852.64,1.938745922,24.87,9.93,4.7,8.69,4.32,0
154243.4509,1065.93,2.144084909,43.39,7.76,4.96,7.51,5.34,0
162349.4198,1572.71,1.0,61.86,3.34,3.23,3.31,1.45,0
233356.7843,550.0,1.0,30.85,5.58,0.68,3.72,21.98,1
539832.9873,1666.59,4.317384667,23.97,9.47,7.52,2.05,8.91,1
178337.6542,1312.45,1.133917508,74.74,5.62,4.56,5.98,33.63,0
399845.0949,935.11,2.363564954,47.13,4.59,4.19,2.55,25.12,1
490977.0892,2009.45,1.426317639,16.29,10.0,5.55,3.11,5.08,1
307326.7045,1128.51,3.701784289,16.78,8.95,2.93,2.78,34.95,0
344662.7065,643.1,1.552635809,28.53,7.97,3.08,5.95,15.72,0
581250.1542,1752.42,2.625927668,23.14,8.27,5.2,8.38,27.07,1
336213.541,938.82,1.151678579,25.48,5.71,2.66,5.45,7.16,1
100919.2111,550.0,1.0,24.33,4.64,1.51,1.57,6.74,1
572701.7326,1405.88,2.389428059,34.9,6.38,6.09,6.68,13.49,0
279679.0263,1214.95,2.46267009,32.71,5.85,3.33,3.36,20.69,0
159804.1684,639.55,1.441339034,34.76,4.46,3.64,0.83,16.65,1
102085.3713,706.79,1.155115128,52.78,7.61,1.74,6.08,19.56,0
263088.4075,733.56,1.182057344,38.18,5.83,2.2,3.55,21.94,0
133054.8655,550.0,1.793465396,6.15,4.24,4.3,9.46,49.44,1
395370.0208,1864.1,1.0,8.11,9.46,4.58,8.94,17.27,1
122588.4295,798.61,1.569698146,36.1,7.89,3.92,8.99,31.12,0
208002.2829,725.08,1.479163353,35.79,8.39,4.46,5.75,37.23,1
151679.9536,888.38,1.890474811,43.99,3.65,0.42,0.1,33.17,0
208835.2267,1334.33,1.899270927,36.37,6.17,4.77,4.84,10.29,1
258466.8909,1036.9,1.751789166,17.3,4.72,5.25,2.27,15.39,0
156581.1599,720.82,1.809550305,33.01,5.59,5.39,6.61,18.36,0
287178.9815,1213.2,5.163795942,20.09,10.0,6.99,0.84,5.07,0
365600.5205,1487.6,2.934959211,17.89,6.97,7.9,10.0,14.97,0
213153.8592,1161.44,1.0,23.12,7.1,4.28,5.98,18.02,0
161429.4012,852.09,1.0,50.24,4.92,3.09,5.81,21.31,1
589555.3422,1646.56,1.598916749,16.06,9.64,9.32,5.22,27.64,1
204273.6783,906.49,1.964436633,57.0,6.62,5.66,3.36,52.74,1
224401.1229,1125.41,2.621853509,55.35,7.17,6.12,7.38,34.98,1
182972.2245,901.94,1.412150908,10.8,9.36,4.61,8.55,26.46,0
531264.9596,1393.7,1.964355677,51.18,8.63,7.26,5.48,0.4,0
176540.0897,591.05,1.903719894,24.52,5.58,4.86,5.07,34.44,1
296219.1147,1358.27,1.585226027,24.99,9.13,5.59,2.56,33.43,0
361173.5942,1115.03,2.519953769,34.01,5.75,4.02,3.79,6.12,0
253879.4828,550.0,1.223510226,44.52,1.92,2.13,3.69,54.02,0
323895.5717,550.0,1.908902833,43.0,8.6,6.14,3.6,1.25,1
194915.0189,1030.3,1.548419507,28.43,5.41,1.02,5.83,1.85,1
148922.7213,550.0,1.772791075,19.31,4.65,3.04,4.36,17.05,0
434618.9425,1558.03,1.636082286,3.78,6.81,6.07,4.99,29.67,0
100454.2202,550.0,2.49519446,28.5,5.24,2.34,0.93,9.32,0
274641.4696,1432.58,1.0,18.24,10.0,7.72,8.97,24.9,0
139220.3462,797.81,1.360610404,15.99,5.9,2.84,6.46,12.3,1
469224.3919,1269.91,1.938215946,17.36,7.35,4.37,8.33,19.32,0
405985.2649,1803.59,4.567592551,8.95,7.77,8.49,10.0,10.05,1
108316.6944,550.0,2.081040197,48.02,1.45,1.38,0.84,17.13,1
634236.6517,1479.65,2.569666538,1.51,10.0,7.03,6.54,6.92,0
115582.8138,550.0,3.309925037,49.64,5.75,3.0,7.14,0.43,0
155192.2549,550.0,1.0,7.13,7.44,3.0,6.3,23.58,0
221604.3822,1030.61,2.15919513,21.85,5.54,5.05,7.72,28.41,0
391482.9572,1260.83,3.97070113,51.64,6.5,5.58,10.0,2.45,0
138522.2516,550.0,1.266494643,41.36,7.16,3.28,3.59,16.19,0
277576.4536,1232.47,3.687720556,45.65,5.21,3.66,4.25,11.9,1
200794.2658,1195.55,1.0,29.9,5.17,3.19,10.0,27.14,1
388822.7101,550.0,2.603287583,33.57,5.56,4.4,4.81,8.14,0
502681.1407,1599.99,3.371591563,12.36,7.82,8.51,7.48,9.3,1
257261.2663,863.89,1.113426002,19.11,7.82,6.57,7.6,7.93,0
558091.1803,1117.64,2.509751132,21.99,7.76,9.65,5.81,6.9,0
284664.4704,1647.02,3.100505575,9.74,8.07,7.8,10.0,13.21,0
238735.4337,563.95,1.0,7.32,6.6,2.22,5.5,37.79,0
233192.9191,952.41,1.0,32.81,6.37,6.92,3.89,6.42,0
219438.7073,1294.79,1.0,44.34,10.0,3.78,7.27,0.18,0
299562.5482,715.39,1.224027552,59.49,7.81,3.47,7.6,51.46,0
94893.72949,550.0,1.612192691,3.77,3.82,1.3,10.0,38.86,0
144546.0256,550.0,1.50379603,29.87,8.74,5.38,5.71,34.19,0
276745.1316,550.0,4.998606692,23.41,7.15,7.09,4.58,5.52,0
243095.2922,819.87,3.295530955,19.64,6.36,3.35,6.78,32.16,0
144095.3205,999.43,1.0,43.76,3.92,5.23,1.75,28.67,0
527517.4762,1476.57,3.472248659,48.08,9.32,7.57,8.32,4.13,0
172170.5016,1152.07,1.427601103,6.0,5.43,4.1,6.18,20.6,0
294184.9964,754.89,3.388984748,14.42,6.71,5.2,3.99,27.06,1
126326.4729,550.0,1.040524114,39.55,9.97,5.62,6.15,24.14,1
801352.1832,1886.86,3.057287431,19.25,10.0,6.83,9.12,11.76,0
291554.8425,1133.97,2.366869759,12.98,5.94,4.88,5.39,10.42,0
268660.3877,550.0,1.0,44.56,4.98,2.09,3.97,5.28,0
406620.216,1383.14,2.578089934,17.3,7.3,4.85,8.03,7.22,0
265806.8971,1264.32,1.802101025,37.79,8.89,4.06,6.21,14.82,0
311079.6871,2181.96,2.465635989,9.9,7.55,6.57,10.0,14.64,0
313837.4258,760.98,2.908583384,19.6,6.26,6.0,7.78,4.08,1
265184.1466,1384.6,2.362752731,51.13,3.13,3.2,10.0,3.72,0
314011.1561,1574.12,1.237139146,11.23,9.33,8.58,7.44,10.12,1
224462.6259,550.0,1.058823299,45.38,2.95,4.13,2.1,15.7,0
216027.484,950.3,1.983214114,5.14,4.39,2.84,3.37,15.61,1
243836.8679,940.49,1.38572167,32.99,5.57,4.35,7.28,14.69,1
333808.6597,1337.64,3.500487577,45.72,10.0,8.33,9.31,5.55,0
106660.6252,657.43,1.916210983,65.15,4.53,5.35,3.55,23.52,1
299295.496,1285.02,2.244890313,5.25,2.66,5.42,5.04,34.39,0
620643.526,2027.42,3.263161801,16.38,8.42,6.99,2.96,20.56,1
243314.3963,924.31,1.0,47.7,7.23,2.23,2.28,0.22,0
286863.768,550.0,2.594589674,14.47,7.35,4.26,5.41,4.39,0
312914.8435,1186.64,2.882703148,34.22,7.68,6.43,5.29,0.23,1
437594.4926,1365.18,2.109457614,18.31,7.49,5.53,6.29,31.81,1
190286.3937,1287.85,1.158955673,18.23,5.98,2.51,1.95,18.77,1
139014.6639,1135.53,1.0,39.12,8.08,3.91,3.79,28.42,0
285480.6974,550.0,2.763766948,30.25,4.92,5.71,2.42,1.79,1
664778.3726,1333.31,2.810046359,54.59,5.76,5.65,1.91,5.6,0
234702.934,1033.18,2.297534536,35.33,6.28,5.26,7.41,27.39,0
277124.1579,1102.88,1.380191579,35.8,10.0,8.05,7.54,49.5,1
596871.5103,2186.62,2.246921428,25.63,9.17,8.01,10.0,20.19,1
171563.133,550.0,2.653347736,3.96,7.58,6.85,6.33,14.45,1
620485.497,1093.37,3.634401002,51.03,5.49,7.08,7.22,17.41,0
166401.0351,1573.03,1.495131123,4.89,6.87,5.38,5.62,15.44,1
155966.8368,675.65,1.0,54.64,7.5,1.91,2.87,18.42,1
243713.4611,1584.32,1.0,5.91,10.0,4.56,7.17,6.41,1
364915.3492,1328.73,3.695268993,29.1,7.88,7.69,3.38,31.38,1
317209.8854,995.87,2.736233087,39.62,7.04,3.61,9.96,24.54,0
89507.31472,1015.18,2.29336767,36.93,7.51,2.83,0.83,33.12,0
168172.0172,550.0,1.0,57.93,5.0,3.4,3.92,5.42,0
107426.5406,550.0,1.412519381,38.99,4.45,2.88,1.05,14.66,1
87592.69696,550.0,1.504301594,7.11,9.03,5.5,3.55,45.87,0
174603.251,852.22,1.528620106,39.06,8.09,5.01,5.0,26.21,0
668152.1142,1061.61,3.358041787,14.98,6.5,7.44,8.39,3.44,0
114055.9299,795.56,1.0,29.24,8.55,5.15,9.64,15.95,0
379709.2558,1778.46,1.0,63.4,8.52,5.5,4.95,3.29,1
184345.9638,955.54,1.0,30.07,4.5,4.33,2.7,12.74,0
647940.0255,1370.88,4.521212684,28.58,8.99,4.23,3.01,2.84,0
152156.6843,550.0,2.954282862,25.2,2.56,2.34,0.64,8.39,0
577973.6383,1684.91,1.683653064,18.72,10.0,8.61,8.56,9.12,0
164053.6481,824.59,1.983334829,24.56,6.82,4.3,5.1,9.38,0
220116.8995,1510.32,2.480108729,44.06,6.23,2.58,2.49,25.66,0
347992.3326,1374.36,2.054585809,36.29,6.44,7.76,5.87,2.85,0
407982.6534,1062.68,1.211424099,4.62,10.0,5.9,4.53,16.21,1
495983.2214,767.25,1.0,21.67,7.63,4.4,8.7,18.14,1
351533.8074,1218.48,2.123559782,35.24,7.8,5.71,8.36,3.05,0
263045.3486,594.6,1.0,34.0,5.32,5.36,3.06,39.35,0
231689.9809,727.05,3.511052093,8.71,7.42,5.35,6.53,27.23,0
100671.6346,1789.94,1.0,44.43,4.87,1.99,3.36,25.18,0
228320.9626,765.54,3.424821523,39.42,8.27,5.43,10.0,32.29,0
455923.3553,550.0,2.62889831,20.39,7.79,6.19,6.42,2.43,0
145622.0632,558.05,1.055004562,4.77,3.76,0.94,2.62,17.18,0
458837.414,1421.05,3.738715043,43.06,10.0,8.03,5.65,12.68,0
125356.8514,550.0,2.766211811,65.56,3.6,4.22,6.66,10.6,1
386853.4093,594.82,2.837435342,16.17,7.95,3.5,4.39,4.12,1
504576.2147,1536.89,3.819749264,33.68,9.39,5.65,4.17,1.92,0
290723.6744,573.09,1.0,25.32,8.71,7.71,4.78,25.99,0
249253.7187,550.0,3.770993514,72.06,7.49,3.17,0.97,26.94,1
172082.2746,1253.45,1.500422648,21.08,7.39,4.83,4.26,17.58,1
701063.0109,1359.74,4.066257231,11.51,6.75,7.68,9.96,1.83,0
255223.1838,843.63,1.278253556,9.81,6.61,4.78,6.1,2.81,0
276946.0848,986.66,3.051819002,46.58,5.94,3.46,4.78,8.3,0
527403.0778,1421.49,2.551228373,5.94,10.0,6.33,6.17,3.17,0
106858.1898,550.0,1.0,23.66,7.17,1.65,9.59,24.84,1
473517.8678,855.68,3.565346125,14.53,10.0,4.3,6.51,2.16,0
173749.1011,550.0,2.156029152,62.86,5.32,2.61,7.23,8.79,0
174112.8032,557.05,3.681960978,24.17,5.54,3.25,1.06,15.74,1
273206.7468,614.25,1.629540693,46.95,4.34,3.57,8.39,20.53,0
106203.7719,736.55,1.461133734,33.88,9.02,5.55,10.0,7.02,1
392429.0313,1755.48,1.225548443,32.19,6.6,4.68,0.57,35.93,0
292651.1657,587.88,3.642300661,47.85,5.32,4.57,0.66,8.49,1
137434.8608,1536.98,1.0,23.77,6.84,5.3,7.1,25.63,1
241637.9918,1431.8,1.0,56.36,7.24,5.21,7.34,12.03,0
728016.4966,1511.32,2.270717733,49.65,9.07,8.04,10.0,10.04,1
450754.4439,1169.09,4.162430233,54.04,7.94,4.04,3.95,9.28,0
184023.9313,1005.49,2.313534372,36.35,10.0,4.65,8.38,16.66,1
129585.866,550.0,2.461167837,7.32,3.14,2.26,8.0,5.97,0
189464.8595,806.32,2.393869424,15.42,7.84,4.08,4.56,29.33,1
192709.4402,550.0,1.392559266,61.86,7.95,5.51,8.59,0.5,1
87553.43304,921.39,1.0,49.43,5.61,4.28,10.0,39.13,1
294734.4667,1380.15,2.381345072,50.0,7.07,5.77,6.45,4.18,0
266314.2278,1942.55,1.158213458,23.0,5.33,6.71,7.76,3.66,0
592114.7018,1158.05,4.506071883,34.8,8.49,6.91,8.87,10.6,0
172264.1938,976.39,2.011397301,66.65,5.81,6.22,4.42,40.99,1
451392.1117,1303.24,2.298481745,25.71,8.94,4.79,8.64,17.25,1
189542.5624,846.02,1.801485933,35.7,4.31,5.48,10.0,21.79,0
154377.7289,1052.22,2.811810604,42.21,4.07,3.94,6.41,11.51,0
247646.9723,550.0,1.0,21.44,5.31,1.28,0.86,30.91,0
115076.6196,992.46,1.279429989,51.91,6.14,2.79,1.48,32.8,0
325171.012,1385.96,3.410303477,16.35,6.71,5.62,4.33,25.32,0
404649.8598,1952.95,1.970132727,18.03,5.87,7.04,7.0,48.75,0
268498.1044,1396.11,2.189083886,46.15,6.06,4.97,8.68,29.82,1
244151.4962,976.06,2.239183074,10.8,6.02,3.32,7.42,13.46,1
542507.0004,1179.85,4.129395778,40.75,6.98,5.42,6.85,10.55,1
257834.9712,550.0,2.92510514,14.54,7.19,6.72,4.7,24.19,0
446524.2008,550.0,4.155280157,35.58,10.0,4.9,10.0,9.66,1
523759.2625,1346.45,3.497067551,30.96,6.58,6.38,2.8,29.52,1
214599.2362,1034.3,1.104604041,21.15,8.98,5.33,5.06,1.56,0
411991.4629,1026.67,2.537077068,53.39,5.62,5.9,3.64,26.14,0
209226.8989,1502.69,2.3424295,3.82,7.19,3.68,3.66,42.44,1
235726.9397,550.0,1.900538373,7.27,5.83,3.37,7.12,6.35,1
220458.9936,901.6,1.452001866,25.15,8.26,6.1,4.74,15.34,0
326257.5547,560.07,1.083233099,25.01,7.11,2.94,6.91,19.48,0
195380.3873,550.0,1.0,40.06,4.59,2.95,2.91,14.3,1
200222.2152,867.61,1.0,14.86,6.15,3.64,6.37,16.75,1
115898.4252,1038.87,1.0,62.24,2.57,4.83,9.89,43.42,1
310388.4997,1023.19,2.691905821,10.89,8.63,7.71,10.0,47.8,0
498427.3212,1593.93,3.458548249,36.44,8.9,6.7,6.84,20.46,0
175804.0395,550.0,1.401532394,28.49,10.0,3.52,8.67,32.8,0
333119.4581,1312.07,1.952142226,43.54,9.83,5.99,8.23,38.46,0
272175.1689,550.0,1.0,38.2,6.34,6.5,7.17,11.65,1
180489.4816,732.98,1.516484049,24.02,2.62,0.52,6.99,32.34,1
178832.3372,834.54,1.867174187,12.35,5.1,4.49,2.99,40.37,0
246774.391,758.5,2.995900957,20.19,6.49,6.75,1.09,18.04,0
367857.0917,1399.45,1.357921117,33.02,7.15,3.92,5.43,7.19,0
352118.863,1689.64,3.5324845,14.38,8.21,6.98,7.91,33.86,0
436686.29,1689.2,3.186458837,14.54,10.0,9.83,4.7,4.98,1
266635.8168,1821.0,1.82700933,16.65,7.06,5.32,5.82,27.59,1
216118.7539,782.67,1.30604173,33.65,6.26,6.13,7.34,20.43,0
381030.2686,1138.02,1.625274646,28.96,6.12,4.12,10.0,12.2,0
445123.7902,710.01,2.690295665,3.23,5.37,6.18,7.03,22.83,1
290193.7822,1413.97,1.293677407,12.75,4.69,5.99,0.96,32.52,1
146184.7259,550.0,2.385126613,58.68,7.07,1.7,5.02,2.18,0
167505.027,550.0,2.023009426,33.05,3.4,0.16,6.58,37.2,0
338592.5273,1181.68,1.75256444,28.71,7.12,7.07,8.48,23.65,1
126734.4481,629.66,1.0,14.66,5.16,2.0,6.61,27.6,0
106573.5554,958.52,2.017326609,36.15,4.32,3.02,6.65,16.98,0
429336.5244,1249.39,4.506193698,15.52,10.0,8.41,7.08,1.36,0
307431.951,2041.61,1.572120209,50.41,10.0,8.78,1.1,2.53,0
192298.4441,550.67,2.442586928,40.36,5.65,4.12,1.13,4.53,0
348718.2566,1269.7,2.771711156,29.09,3.94,5.09,5.43,8.33,1
253793.309,786.83,1.48678955,33.12,7.45,4.81,7.53,8.71,0
324138.1524,550.0,1.0,37.65,6.53,2.93,7.04,32.42,0
209459.8706,818.4,1.103690579,1.36,6.92,2.0,4.17,21.14,0
311554.6722,550.0,1.532514886,20.59,3.44,0.06,2.21,38.51,0
166416.1392,1384.34,2.010225354,56.25,3.51,3.16,5.38,2.02,1
387598.4927,1630.18,1.677553742,3.33,7.62,8.13,6.1,3.15,1
293436.3778,1402.62,1.836365411,56.54,5.27,6.1,5.76,29.88,0
559270.6017,927.23,3.076841003,16.65,8.27,7.94,10.0,6.73,1
275386.7579,840.53,1.139147457,14.97,8.3,4.79,4.38,25.62,0
123995.3891,1197.81,2.329902188,2.21,8.69,3.8,5.78,15.88,1
185993.6128,692.3,1.0,7.83,6.69,5.84,0.53,9.76,0
347272.8982,1137.9,1.877373435,28.49,6.45,6.86,8.02,3.52,0
168852.6152,1572.19,1.0,37.99,6.96,4.71,2.32,26.71,0
274219.2224,550.0,1.61733507,32.64,5.28,2.91,0.71,11.33,1
220880.9254,550.0,2.393027765,0.75,9.44,4.01,6.39,21.56,1
436583.3912,763.08,4.911454496,53.7,8.4,4.96,5.22,6.97,0
264995.9968,1768.98,1.186842402,38.64,5.76,3.95,2.67,20.5,1
180264.3626,550.0,1.475696457,37.83,7.17,3.67,9.75,29.67,1
311390.3588,1201.92,1.48716735,30.9,5.88,4.74,1.61,14.42,1
244642.5188,834.23,3.28414431,19.97,6.52,3.25,8.81,19.2,0
147432.4916,610.18,1.0,39.15,6.47,3.99,3.41,48.7,1
169045.8255,592.53,1.824204056,2.77,7.2,4.69,8.87,36.99,0
140598.8579,550.0,1.0,44.32,5.38,4.47,1.15,24.62,0
247071.616,800.99,1.0,37.22,5.63,1.42,4.47,4.91,1
160568.0355,853.13,2.897488978,22.08,4.82,1.74,3.03,28.62,1
181325.5549,550.0,1.77171418,35.82,7.36,3.18,3.74,35.06,1
403407.0994,1428.71,2.254396104,22.77,10.0,7.73,10.0,8.89,1
229290.5403,550.0,1.0,49.75,8.49,6.2,4.02,24.96,0
331012.6022,1253.88,1.0,28.24,4.5,2.31,1.75,18.13,0
297790.4311,901.11,2.018850902,17.68,9.67,6.81,4.8,12.77,0
109519.9162,550.0,1.674216418,50.9,6.13,4.62,8.33,27.76,0
228840.023,1116.57,1.0,65.58,6.3,1.76,4.11,25.33,1
164642.1452,1126.81,1.966727394,8.75,5.07,2.09,1.39,1.9,1
368724.117,1719.91,1.0,35.11,6.12,5.58,4.78,10.26,0
716433.5331,1740.34,2.080995385,19.57,6.06,8.31,6.78,9.19,1
301249.9623,1476.26,2.049634078,38.87,8.72,4.55,0.43,31.98,0
191719.6633,550.0,1.445836044,52.51,3.55,3.69,5.77,42.24,0
109352.9138,550.0,3.924223733,52.63,5.68,6.11,9.13,6.02,0
112111.933,550.0,2.35447971,66.59,4.53,2.7,10.0,24.27,0
292428.3672,796.45,4.259342129,34.52,7.6,7.89,4.36,19.3,0
285671.5703,918.67,1.220667899,27.92,8.41,5.6,6.19,3.58,0
740112.2268,2547.46,4.099522714,0.54,10.0,10.0,4.75,31.23,0
132210.7474,1148.42,1.155008493,7.21,2.47,4.42,8.77,15.32,1
123607.752,550.0,1.0,52.05,7.56,4.02,9.16,30.69,1
107785.5137,550.0,1.0,32.55,4.56,2.32,3.94,26.33,1
560377.0145,2033.79,2.776980852,67.68,8.83,6.57,5.37,29.1,0
445000.4992,889.12,3.597985005,20.27,6.98,7.31,9.43,19.68,1
585904.7904,1569.27,3.559145798,25.32,9.67,4.33,2.62,1.82,0
548801.6252,1559.46,2.986232483,1.75,8.48,6.17,10.0,2.32,0
454510.2017,974.21,3.512709786,53.26,6.27,5.99,7.82,16.98,0
247871.7929,550.0,1.849126668,49.92,3.83,6.79,10.0,26.72,0
169035.3533,550.0,1.897350371,12.81,6.38,3.47,6.31,4.78,1
294636.4247,1101.3,1.875546668,12.71,6.04,3.48,8.41,28.46,0
335479.1449,1149.79,1.834354274,31.28,5.3,5.82,7.16,15.98,0
174486.9737,826.39,1.0,0.06,8.76,3.97,3.63,24.89,0
161024.8989,811.12,1.0,6.38,5.2,3.73,6.55,25.99,0
341453.6385,708.49,1.448687239,34.27,7.56,4.11,10.0,0.51,1
366320.0461,620.16,2.72756195,17.78,7.89,8.31,8.74,21.63,0
384302.9634,1647.88,1.0,39.02,6.18,4.37,2.0,0.09,0
369374.0785,1010.29,3.069178662,32.07,6.4,5.79,6.61,12.07,0
133195.6287,550.0,1.503746425,29.97,8.27,4.72,6.35,47.85,1
187035.2859,1233.61,1.0,28.97,7.37,2.86,2.21,40.73,0
390743.2922,901.73,1.398480829,33.46,6.41,4.95,7.48,2.77,0
533515.2737,1686.78,2.879916051,16.01,7.15,4.88,4.76,10.52,1
447754.7187,1729.89,3.919109393,12.56,10.0,7.99,10.0,1.84,1
203826.3253,646.73,1.034887379,34.81,7.41,5.82,5.6,38.04,1
