time,tavg,tmin,tmax,prcp,snow,wspd,pres,city,month,month_name,season,weekend,estimated_population,daily_sales
2023-10-01,11.9,6.8,16.8,0.0,,2.7,1019.8,Tacoma,10,October,Autumn,Yes,228202,1837.52
2023-10-02,12.1,10.7,13.4,10.5,,6.6,1016.0,Tacoma,10,October,Autumn,No,228202,935.41
2023-10-03,13.7,11.8,16.2,1.3,,6.0,1021.3,Tacoma,10,October,Autumn,No,228202,927.81
2023-10-04,14.7,11.8,19.0,0.0,,5.7,1027.1,Tacoma,10,October,Autumn,No,228202,927.51
2023-10-05,15.3,12.9,19.0,0.0,,13.5,1027.1,Tacoma,10,October,Autumn,No,228202,928.11
2023-10-06,16.0,10.7,22.3,0.0,,7.6,1021.0,Tacoma,10,October,Autumn,No,228202,928.81
2023-10-07,17.2,9.0,25.7,0.0,,3.3,1013.1,Tacoma,10,October,Autumn,Yes,228202,1842.82
2023-10-08,15.6,12.9,21.2,0.0,,6.1,1009.5,Tacoma,10,October,Autumn,Yes,228202,1841.22
2023-10-09,14.8,12.9,17.3,2.8,,7.4,1004.7,Tacoma,10,October,Autumn,No,228202,930.41
2023-10-10,12.8,10.7,16.2,14.3,,10.9,999.5,Tacoma,10,October,Autumn,No,228202,939.91
2023-10-11,12.6,10.7,15.1,8.5,,9.6,1004.1,Tacoma,10,October,Autumn,No,228202,933.91
2023-10-12,13.2,10.1,17.3,0.0,,4.6,1016.1,Tacoma,10,October,Autumn,No,228202,926.01
2023-10-13,13.5,8.4,19.5,6.2,,4.6,1009.9,Tacoma,10,October,Autumn,No,228202,932.51
2023-10-14,13.8,12.9,15.1,2.1,,0.9,1016.1,Tacoma,10,October,Autumn,Yes,228202,1841.52
2023-10-15,13.5,11.8,15.1,1.3,,2.8,1018.9,Tacoma,10,October,Autumn,Yes,228202,1840.42
2023-10-16,13.2,11.2,16.2,18.7,,11.3,1013.5,Tacoma,10,October,Autumn,No,228202,944.71
2023-10-17,12.0,9.9,15.1,0.2,,5.9,1021.5,Tacoma,10,October,Autumn,No,228202,925.01
2023-10-18,14.9,10.7,20.7,0.0,,7.5,1018.0,Tacoma,10,October,Autumn,No,228202,927.71
2023-10-19,15.7,11.8,20.1,0.0,,11.2,1017.5,Tacoma,10,October,Autumn,No,228202,928.51
2023-10-20,14.0,11.8,16.8,0.0,,10.9,1016.7,Tacoma,10,October,Autumn,No,228202,926.81
2023-10-21,12.1,11.2,12.9,0.0,,7.7,1012.5,Tacoma,10,October,Autumn,Yes,228202,1837.72
2023-10-22,11.9,9.5,14.0,0.0,,4.9,1012.7,Tacoma,10,October,Autumn,Yes,228202,1837.52
2023-10-23,11.0,9.0,13.4,0.0,,13.5,1016.2,Tacoma,10,October,Autumn,No,228202,923.81
2023-10-24,8.6,7.3,10.1,18.9,,13.0,1011.2,Tacoma,10,October,Autumn,No,228202,940.31
2023-10-25,7.5,6.2,10.1,5.7,,7.9,1010.6,Tacoma,10,October,Autumn,No,228202,926.01
2023-10-26,7.3,2.9,11.8,0.0,,4.9,1023.1,Tacoma,10,October,Autumn,No,228202,920.11
2023-10-27,7.1,5.1,9.5,0.0,,15.1,1028.6,Tacoma,10,October,Autumn,No,228202,919.91
2023-10-28,6.0,1.2,10.1,0.0,,6.8,1033.3,Tacoma,10,October,Autumn,Yes,228202,1831.62
2023-10-29,6.2,0.7,11.8,0.0,,6.0,1031.0,Tacoma,10,October,Autumn,Yes,228202,1831.82
2023-10-30,7.7,2.3,12.9,0.0,,6.5,1026.4,Tacoma,10,October,Autumn,No,228202,920.51
2023-10-31,6.6,3.4,10.7,0.0,,0.9,1022.0,Tacoma,10,October,Autumn,No,228202,919.41
2023-11-01,8.9,6.2,11.2,9.9,,1.0,1018.2,Tacoma,11,November,Autumn,No,228202,931.61
2023-11-02,13.0,9.5,15.7,28.4,,14.4,1012.2,Tacoma,11,November,Autumn,No,228202,954.21
2023-11-03,11.3,8.4,12.9,5.8,,5.7,1018.2,Tacoma,11,November,Autumn,No,228202,929.91
2023-11-04,14.4,11.2,16.2,15.3,,13.6,1008.1,Tacoma,11,November,Autumn,Yes,228202,1855.32
2023-11-05,12.1,10.1,15.1,8.0,,6.3,1008.8,Tacoma,11,November,Autumn,Yes,228202,1845.72
2023-11-06,10.3,9.0,11.8,15.7,,6.6,1001.7,Tacoma,11,November,Autumn,No,228202,938.81
2023-11-07,10.5,8.4,13.4,1.6,,14.1,1017.7,Tacoma,11,November,Autumn,No,228202,924.91
2023-11-08,8.4,5.7,12.3,0.0,,4.3,1029.5,Tacoma,11,November,Autumn,No,228202,921.21
2023-11-09,7.0,5.1,8.4,8.2,,7.7,1019.7,Tacoma,11,November,Autumn,No,228202,928.01
2023-11-10,8.9,7.3,10.7,4.2,,15.1,1018.8,Tacoma,11,November,Autumn,No,228202,925.91
2023-11-11,10.2,8.4,12.3,16.3,,24.5,1013.6,Tacoma,11,November,Autumn,Yes,228202,1852.12
2023-11-12,8.9,7.3,10.1,9.9,,5.1,1012.3,Tacoma,11,November,Autumn,Yes,228202,1844.42
2023-11-13,8.9,4.5,11.8,1.3,,9.6,1017.1,Tacoma,11,November,Autumn,No,228202,923.01
2023-11-14,5.8,2.9,9.0,0.0,,5.9,1018.1,Tacoma,11,November,Autumn,No,228202,918.61
2023-11-15,5.8,2.9,8.1,0.8,,7.2,1015.2,Tacoma,11,November,Autumn,No,228202,919.41
2023-11-16,5.5,3.4,9.0,0.0,,10.6,1019.6,Tacoma,11,November,Autumn,No,228202,918.31
2023-11-17,5.4,1.2,10.7,0.0,,0.9,1017.0,Tacoma,11,November,Autumn,No,228202,918.21
2023-11-18,6.7,4.5,9.0,4.5,,2.7,1006.9,Tacoma,11,November,Autumn,Yes,228202,1836.82
2023-11-19,8.4,5.1,10.7,1.2,,18.8,1023.8,Tacoma,11,November,Autumn,Yes,228202,1835.22
2023-11-20,5.3,1.8,9.5,0.0,,4.5,1031.5,Tacoma,11,November,Autumn,No,228202,918.11
2023-11-21,7.5,3.4,11.2,5.3,,4.4,1024.1,Tacoma,11,November,Autumn,No,228202,925.61
2023-11-22,8.2,4.5,9.5,2.3,,10.2,1028.3,Tacoma,11,November,Autumn,No,228202,923.31
2023-11-23,7.1,5.7,8.4,0.0,,11.9,1029.6,Tacoma,11,November,Autumn,No,228202,919.91
2023-11-24,5.0,0.7,7.9,0.0,,5.7,1029.1,Tacoma,11,November,Autumn,No,228202,917.81
2023-11-25,3.8,1.2,7.3,0.0,,1.6,1028.3,Tacoma,11,November,Autumn,Yes,228202,1829.42
2023-11-26,4.6,0.7,9.0,0.0,,1.5,1024.8,Tacoma,11,November,Autumn,Yes,228202,1830.22
2023-11-27,3.5,1.8,5.7,0.0,,2.7,1023.1,Tacoma,11,November,Autumn,No,228202,916.31
2023-11-28,3.5,1.2,6.2,0.0,,1.6,1022.4,Tacoma,11,November,Autumn,No,228202,916.31
2023-11-29,3.4,0.7,5.1,0.0,,0.7,1019.9,Tacoma,11,November,Autumn,No,228202,916.21
2023-11-30,4.5,2.9,6.8,7.8,,5.3,1011.7,Tacoma,11,November,Autumn,No,228202,925.11
2023-12-01,6.9,4.5,9.5,11.8,,19.3,1006.8,Tacoma,12,December,Winter,No,228202,475.1
2023-12-02,8.1,6.2,9.5,17.8,,17.7,1007.0,Tacoma,12,December,Winter,Yes,228202,938.71
2023-12-03,8.2,5.1,11.8,10.1,,9.1,1011.4,Tacoma,12,December,Winter,Yes,228202,931.11
2023-12-04,10.6,7.3,16.2,14.4,,9.2,1014.1,Tacoma,12,December,Winter,No,228202,481.4
2023-12-05,11.7,9.5,15.1,69.7,,10.7,1013.3,Tacoma,12,December,Winter,No,228202,537.8
2023-12-06,9.4,8.4,10.1,13.8,,2.8,1008.8,Tacoma,12,December,Winter,No,228202,479.6
2023-12-07,7.3,5.7,8.4,2.5,,13.1,1011.7,Tacoma,12,December,Winter,No,228202,466.2
2023-12-08,5.2,4.0,6.8,0.2,,6.5,1027.0,Tacoma,12,December,Winter,No,228202,461.8
2023-12-09,3.7,2.9,5.7,19.6,,3.0,1023.9,Tacoma,12,December,Winter,Yes,228202,936.11
2023-12-10,9.7,6.2,11.8,13.2,,9.8,1019.2,Tacoma,12,December,Winter,Yes,228202,935.71
2023-12-11,7.9,7.3,8.4,0.0,,8.9,1023.0,Tacoma,12,December,Winter,No,228202,464.3
2023-12-12,5.3,2.3,7.3,0.0,,3.7,1023.1,Tacoma,12,December,Winter,No,228202,461.7
2023-12-13,6.1,3.4,9.0,0.0,,2.3,1018.4,Tacoma,12,December,Winter,No,228202,462.5
2023-12-14,7.7,6.2,8.4,4.3,,3.0,1021.5,Tacoma,12,December,Winter,No,228202,468.4
2023-12-15,6.0,4.0,8.4,0.0,,1.8,1023.2,Tacoma,12,December,Winter,No,228202,462.4
2023-12-16,5.4,2.9,9.0,0.0,,3.9,1021.7,Tacoma,12,December,Winter,Yes,228202,918.21
2023-12-17,5.9,3.4,9.5,0.0,,5.5,1019.4,Tacoma,12,December,Winter,Yes,228202,918.71
2023-12-18,6.8,6.2,7.9,2.9,,2.9,1006.5,Tacoma,12,December,Winter,No,228202,466.1
2023-12-19,8.9,6.2,11.2,5.6,,3.0,1002.1,Tacoma,12,December,Winter,No,228202,470.9
2023-12-20,6.7,5.1,9.5,0.0,,1.4,1013.2,Tacoma,12,December,Winter,No,228202,463.1
2023-12-21,7.3,5.7,10.1,0.0,,4.1,1016.4,Tacoma,12,December,Winter,No,228202,463.7
2023-12-22,6.7,4.0,8.4,4.8,,10.0,1016.6,Tacoma,12,December,Winter,No,228202,467.9
2023-12-23,3.2,0.1,6.2,0.0,,4.3,1026.0,Tacoma,12,December,Winter,Yes,228202,916.01
2023-12-24,3.6,1.2,5.7,0.1,,3.1,1021.0,Tacoma,12,December,Winter,Yes,228202,916.51
2023-12-25,5.9,4.5,8.4,7.9,,4.0,1017.2,Tacoma,12,December,Winter,No,228202,470.2
2023-12-26,9.1,6.8,10.7,2.5,,9.4,1018.0,Tacoma,12,December,Winter,No,228202,468.0
2023-12-27,9.8,7.9,11.2,2.5,,6.0,1009.1,Tacoma,12,December,Winter,No,228202,468.7
2023-12-28,10.1,9.0,11.8,0.0,,4.2,1017.8,Tacoma,12,December,Winter,No,228202,466.5
2023-12-29,12.0,10.1,15.1,0.5,,5.8,1010.2,Tacoma,12,December,Winter,No,228202,468.9
2023-12-30,9.5,7.3,10.7,1.9,,5.0,1014.5,Tacoma,12,December,Winter,Yes,228202,924.21
2023-12-31,6.2,4.5,8.4,0.0,,3.5,1022.0,Tacoma,12,December,Winter,Yes,228202,919.01
2024-01-01,5.4,4.5,6.8,0.0,,1.0,1022.6,Tacoma,1,January,Winter,No,228202,461.8
2024-01-02,5.4,3.4,6.8,6.7,,3.5,1014.9,Tacoma,1,January,Winter,No,228202,468.5
2024-01-03,6.9,4.5,8.4,3.1,,7.5,1015.8,Tacoma,1,January,Winter,No,228202,466.4
2024-01-04,7.4,5.7,8.4,2.6,,10.9,1020.8,Tacoma,1,January,Winter,No,228202,466.4
2024-01-05,7.2,5.7,9.0,8.3,,21.5,1022.0,Tacoma,1,January,Winter,No,228202,471.9
2024-01-06,5.5,3.4,7.3,14.6,,11.2,1008.5,Tacoma,1,January,Winter,Yes,228202,932.91
2024-01-07,3.8,2.3,5.7,0.1,,0.8,1017.9,Tacoma,1,January,Winter,Yes,228202,916.71
2024-01-08,5.3,4.0,9.0,13.1,,8.4,1015.0,Tacoma,1,January,Winter,No,228202,474.8
2024-01-09,6.0,2.9,7.9,15.1,,26.7,1003.6,Tacoma,1,January,Winter,No,228202,477.5
2024-01-10,3.3,2.3,5.1,1.6,,11.2,1005.7,Tacoma,1,January,Winter,No,228202,461.3
2024-01-11,3.0,-2.1,6.8,1.2,,15.8,1010.2,Tacoma,1,January,Winter,No,228202,460.6
2024-01-12,-5.8,-7.1,-3.2,0.0,,22.5,1022.5,Tacoma,1,January,Winter,No,228202,450.6
2024-01-13,-6.1,-7.7,-4.3,0.0,,15.1,1014.8,Tacoma,1,January,Winter,Yes,228202,906.71
2024-01-14,-3.9,-7.7,-1.0,0.0,,4.4,1022.7,Tacoma,1,January,Winter,Yes,228202,908.91
2024-01-15,-0.5,-3.8,2.9,0.0,,9.6,1027.7,Tacoma,1,January,Winter,No,228202,455.9
2024-01-16,-0.9,-4.3,1.8,3.4,,1.4,1014.9,Tacoma,1,January,Winter,No,228202,458.9
2024-01-17,2.8,0.7,5.7,5.3,,6.2,1003.8,Tacoma,1,January,Winter,No,228202,464.5
2024-01-18,2.8,2.3,3.4,21.5,,9.8,1018.3,Tacoma,1,January,Winter,No,228202,480.7
2024-01-19,4.1,2.9,6.2,0.7,,3.6,1012.9,Tacoma,1,January,Winter,No,228202,461.2
2024-01-20,5.1,2.3,7.9,2.2,,1.9,1001.8,Tacoma,1,January,Winter,Yes,228202,920.11
2024-01-21,7.3,6.2,8.4,16.6,,3.5,998.8,Tacoma,1,January,Winter,Yes,228202,936.71
2024-01-22,8.6,5.7,10.7,14.0,,9.3,1000.7,Tacoma,1,January,Winter,No,228202,479.0
2024-01-23,9.2,6.2,11.8,1.9,,7.2,1011.8,Tacoma,1,January,Winter,No,228202,467.5
2024-01-24,8.0,6.2,10.7,13.8,,6.8,1008.6,Tacoma,1,January,Winter,No,228202,478.2
2024-01-25,8.8,6.8,11.2,7.1,,12.7,1017.4,Tacoma,1,January,Winter,No,228202,472.3
2024-01-26,8.6,6.8,10.7,11.3,,1.1,1019.1,Tacoma,1,January,Winter,No,228202,476.3
2024-01-27,11.9,9.5,15.1,24.7,,9.0,1017.1,Tacoma,1,January,Winter,Yes,228202,949.41
2024-01-28,14.0,12.3,15.7,4.7,,4.9,1018.7,Tacoma,1,January,Winter,Yes,228202,931.51
2024-01-29,12.0,9.0,14.0,0.0,,2.3,1015.4,Tacoma,1,January,Winter,No,228202,468.4
2024-01-30,12.7,10.7,14.5,1.6,,4.3,1010.9,Tacoma,1,January,Winter,No,228202,470.7
2024-01-31,11.1,10.1,11.8,6.6,,4.1,998.1,Tacoma,1,January,Winter,No,228202,474.1
2024-02-01,10.8,8.4,14.0,1.1,,1.5,998.4,Tacoma,2,February,Winter,No,228202,468.3
2024-02-02,9.5,5.1,12.3,1.9,,9.2,1005.7,Tacoma,2,February,Winter,No,228202,467.8
2024-02-03,5.7,2.3,9.5,0.0,,1.4,1016.3,Tacoma,2,February,Winter,Yes,228202,918.51
2024-02-04,6.8,5.7,9.0,0.0,,18.3,1011.3,Tacoma,2,February,Winter,Yes,228202,919.61
2024-02-05,6.6,6.2,7.3,2.9,,18.4,1002.7,Tacoma,2,February,Winter,No,228202,465.9
2024-02-06,6.0,5.1,7.9,6.3,,2.8,1008.0,Tacoma,2,February,Winter,No,228202,468.7
2024-02-07,6.6,5.1,8.4,0.0,,2.2,1007.7,Tacoma,2,February,Winter,No,228202,463.0
2024-02-08,6.4,5.1,8.4,1.1,,5.4,1015.5,Tacoma,2,February,Winter,No,228202,463.9
2024-02-09,6.1,3.4,9.5,1.0,,2.8,1021.7,Tacoma,2,February,Winter,No,228202,463.5
2024-02-10,6.0,2.9,9.5,0.0,,1.9,1023.5,Tacoma,2,February,Winter,Yes,228202,918.81
2024-02-11,8.1,5.7,11.2,11.9,,11.9,1017.5,Tacoma,2,February,Winter,Yes,228202,932.81
2024-02-12,7.6,6.8,9.0,6.7,,12.4,1020.0,Tacoma,2,February,Winter,No,228202,470.7
2024-02-13,6.7,5.1,9.0,0.0,,10.9,1019.0,Tacoma,2,February,Winter,No,228202,463.1
2024-02-14,5.7,1.8,9.0,6.6,,9.7,1011.6,Tacoma,2,February,Winter,No,228202,468.7
2024-02-15,3.8,1.2,5.7,4.3,,12.9,1014.9,Tacoma,2,February,Winter,No,228202,464.5
2024-02-16,6.0,2.9,9.5,0.0,,8.6,1023.4,Tacoma,2,February,Winter,No,228202,462.4
2024-02-17,7.8,5.7,10.7,0.0,,9.0,1014.4,Tacoma,2,February,Winter,Yes,228202,920.61
2024-02-18,6.8,5.7,7.9,0.7,,4.8,1009.7,Tacoma,2,February,Winter,Yes,228202,920.31
2024-02-19,6.9,4.5,8.4,0.0,,7.7,1006.5,Tacoma,2,February,Winter,No,228202,463.3
2024-02-20,8.4,6.2,10.7,11.7,,3.1,1011.5,Tacoma,2,February,Winter,No,228202,476.5
2024-02-21,8.7,7.9,10.1,10.0,,8.7,1014.5,Tacoma,2,February,Winter,No,228202,475.1
2024-02-22,9.3,7.3,13.4,0.0,,5.0,1026.1,Tacoma,2,February,Winter,No,228202,465.7
2024-02-23,7.2,4.5,10.7,0.0,,4.0,1026.4,Tacoma,2,February,Winter,No,228202,463.6
2024-02-24,7.9,5.7,11.2,0.0,,12.7,1020.4,Tacoma,2,February,Winter,Yes,228202,920.71
2024-02-25,7.8,4.5,9.5,10.5,,24.0,1010.1,Tacoma,2,February,Winter,Yes,228202,931.11
2024-02-26,4.1,2.3,6.8,0.8,,14.3,1010.1,Tacoma,2,February,Winter,No,228202,461.3
2024-02-27,4.2,-0.5,7.3,2.4,,14.8,1016.3,Tacoma,2,February,Winter,No,228202,463.0
2024-02-28,8.5,5.1,10.1,20.2,,26.3,1003.7,Tacoma,2,February,Winter,No,228202,485.1
2024-02-29,3.8,1.8,5.1,11.9,,14.4,998.3,Tacoma,2,February,Winter,No,228202,472.1
2024-03-01,4.0,2.9,6.2,4.6,,14.3,997.8,Tacoma,3,March,Spring,No,228202,693.21
2024-03-02,3.8,2.3,5.7,2.5,,16.3,996.9,Tacoma,3,March,Spring,Yes,228202,1375.51
2024-03-03,3.5,2.3,5.1,2.1,,20.2,1004.8,Tacoma,3,March,Spring,Yes,228202,1374.81
2024-03-04,3.7,2.3,6.8,9.4,,15.6,1012.2,Tacoma,3,March,Spring,No,228202,697.71
2024-03-05,3.8,1.8,6.8,0.0,,7.9,1016.6,Tacoma,3,March,Spring,No,228202,688.41
2024-03-06,2.5,-2.1,5.7,0.0,,1.9,1019.6,Tacoma,3,March,Spring,No,228202,687.11
2024-03-07,3.9,0.1,8.4,0.0,,1.8,1023.4,Tacoma,3,March,Spring,No,228202,688.51
2024-03-08,6.7,3.4,10.1,0.0,,2.1,1020.3,Tacoma,3,March,Spring,No,228202,691.31
2024-03-09,7.9,5.1,11.8,3.2,,14.9,1008.7,Tacoma,3,March,Spring,Yes,228202,1380.31
2024-03-10,8.1,6.8,9.5,10.0,,21.1,1005.0,Tacoma,3,March,Spring,Yes,228202,1387.31
2024-03-11,7.3,5.7,9.0,6.9,,11.2,1007.4,Tacoma,3,March,Spring,No,228202,698.81
2024-03-12,7.1,5.1,9.5,7.1,,19.3,1012.7,Tacoma,3,March,Spring,No,228202,698.81
2024-03-13,6.4,2.3,10.7,0.0,,9.3,1029.6,Tacoma,3,March,Spring,No,228202,691.01
2024-03-14,7.4,2.3,12.9,0.0,,7.1,1032.0,Tacoma,3,March,Spring,No,228202,692.01
2024-03-15,10.1,6.8,15.1,0.0,,11.5,1023.2,Tacoma,3,March,Spring,No,228202,694.71
2024-03-16,13.0,5.1,21.2,0.0,,5.9,1017.6,Tacoma,3,March,Spring,Yes,228202,1382.21
2024-03-17,13.6,7.3,21.2,0.0,,4.8,1022.1,Tacoma,3,March,Spring,Yes,228202,1382.81
2024-03-18,11.9,5.7,17.9,0.0,,6.7,1021.3,Tacoma,3,March,Spring,No,228202,696.51
2024-03-19,10.7,5.7,17.3,0.0,,6.1,1016.6,Tacoma,3,March,Spring,No,228202,695.31
2024-03-20,8.8,7.3,10.7,1.6,,7.5,1016.0,Tacoma,3,March,Spring,No,228202,695.01
2024-03-21,9.9,7.3,12.3,2.3,,6.0,1017.8,Tacoma,3,March,Spring,No,228202,696.81
2024-03-22,9.9,8.4,11.2,3.9,,5.3,1011.1,Tacoma,3,March,Spring,No,228202,698.41
2024-03-23,9.5,8.4,11.2,6.4,,8.1,1002.0,Tacoma,3,March,Spring,Yes,228202,1385.11
2024-03-24,10.2,7.3,14.0,0.8,,6.6,1008.3,Tacoma,3,March,Spring,Yes,228202,1380.21
2024-03-25,8.8,7.3,10.7,4.2,,13.7,1011.9,Tacoma,3,March,Spring,No,228202,697.61
2024-03-26,9.4,6.8,12.3,1.0,,12.1,1015.3,Tacoma,3,March,Spring,No,228202,695.01
2024-03-27,9.0,6.8,12.3,10.3,,8.5,1007.1,Tacoma,3,March,Spring,No,228202,703.91
2024-03-28,8.1,5.7,11.2,3.2,,12.8,1006.8,Tacoma,3,March,Spring,No,228202,695.91
2024-03-29,9.5,5.7,14.0,0.3,,10.3,1012.4,Tacoma,3,March,Spring,No,228202,694.41
2024-03-30,9.9,6.8,13.4,0.0,,12.6,1013.7,Tacoma,3,March,Spring,Yes,228202,1379.11
2024-03-31,9.9,4.5,15.7,0.0,,4.8,1014.9,Tacoma,3,March,Spring,Yes,228202,1379.11
2024-04-01,10.8,5.7,15.7,0.0,,7.2,1021.5,Tacoma,4,April,Spring,No,228202,695.41
2024-04-02,11.7,7.3,19.0,0.9,,11.5,1022.0,Tacoma,4,April,Spring,No,228202,697.21
2024-04-03,7.9,5.7,11.2,1.6,,15.9,1020.4,Tacoma,4,April,Spring,No,228202,694.11
2024-04-04,6.4,5.1,7.9,0.0,,7.4,1010.8,Tacoma,4,April,Spring,No,228202,691.01
2024-04-05,7.6,5.1,10.7,0.0,,9.4,1010.1,Tacoma,4,April,Spring,No,228202,692.21
2024-04-06,7.5,6.2,8.4,5.6,,14.3,1018.9,Tacoma,4,April,Spring,Yes,228202,1382.31
2024-04-07,8.5,6.2,11.8,3.7,,11.3,1023.5,Tacoma,4,April,Spring,Yes,228202,1381.41
2024-04-08,8.6,6.2,12.3,1.8,,18.1,1021.9,Tacoma,4,April,Spring,No,228202,695.01
2024-04-09,10.7,7.9,14.0,5.3,,13.2,1023.9,Tacoma,4,April,Spring,No,228202,700.61
2024-04-10,9.8,5.1,14.0,0.0,,5.0,1026.2,Tacoma,4,April,Spring,No,228202,694.41
2024-04-11,9.1,6.2,12.9,1.2,,8.3,1015.5,Tacoma,4,April,Spring,No,228202,694.91
2024-04-12,10.3,6.8,14.0,0.0,,13.7,1011.1,Tacoma,4,April,Spring,No,228202,694.91
2024-04-13,11.2,7.9,15.7,0.0,,11.0,1013.1,Tacoma,4,April,Spring,Yes,228202,1380.41
2024-04-14,11.3,5.1,18.4,0.0,,7.9,1016.0,Tacoma,4,April,Spring,Yes,228202,1380.51
2024-04-15,9.9,7.3,14.0,0.0,,15.3,1023.7,Tacoma,4,April,Spring,No,228202,694.51
2024-04-16,7.8,5.1,11.8,0.9,,8.1,1027.6,Tacoma,4,April,Spring,No,228202,693.31
2024-04-17,8.9,3.4,14.5,0.0,,10.1,1030.4,Tacoma,4,April,Spring,No,228202,693.51
2024-04-18,11.4,5.1,16.8,0.0,,15.8,1025.0,Tacoma,4,April,Spring,No,228202,696.01
2024-04-19,13.9,9.0,19.0,0.0,,17.8,1020.3,Tacoma,4,April,Spring,No,228202,698.51
2024-04-20,12.2,7.3,20.7,1.8,,9.4,1017.2,Tacoma,4,April,Spring,Yes,228202,1383.21
2024-04-21,10.4,6.2,14.5,0.5,,15.5,1027.3,Tacoma,4,April,Spring,Yes,228202,1380.11
2024-04-22,11.1,7.3,15.7,0.0,,16.6,1021.3,Tacoma,4,April,Spring,No,228202,695.71
2024-04-23,13.7,7.9,21.2,0.0,,5.7,1014.3,Tacoma,4,April,Spring,No,228202,698.31
2024-04-24,10.2,7.9,12.3,2.4,,13.2,1017.3,Tacoma,4,April,Spring,No,228202,697.21
2024-04-25,10.4,9.5,11.2,17.1,,10.5,1010.2,Tacoma,4,April,Spring,No,228202,712.11
2024-04-26,11.7,9.5,15.7,1.2,,8.6,1011.0,Tacoma,4,April,Spring,No,228202,697.51
2024-04-27,10.3,9.0,12.9,4.2,,18.0,1015.5,Tacoma,4,April,Spring,Yes,228202,1383.71
2024-04-28,9.1,7.3,11.8,2.6,,16.4,1018.0,Tacoma,4,April,Spring,Yes,228202,1380.91
2024-04-29,7.8,5.1,11.8,8.1,,9.3,1018.0,Tacoma,4,April,Spring,No,228202,700.51
2024-04-30,7.9,5.1,12.3,9.3,,5.4,1019.8,Tacoma,4,April,Spring,No,228202,701.81
2024-05-01,9.5,5.1,14.5,0.0,,7.8,1022.0,Tacoma,5,May,Spring,No,228202,694.11
2024-05-02,12.3,7.3,17.9,0.0,,11.7,1016.9,Tacoma,5,May,Spring,No,228202,696.91
2024-05-03,12.3,7.9,17.3,3.6,,8.0,1012.3,Tacoma,5,May,Spring,No,228202,700.51
2024-05-04,10.6,10.1,12.3,8.3,,9.5,1001.6,Tacoma,5,May,Spring,Yes,228202,1388.11
2024-05-05,9.5,8.4,10.7,2.8,,17.5,1007.9,Tacoma,5,May,Spring,Yes,228202,1381.51
2024-05-06,9.5,7.3,12.3,12.5,,15.9,1012.9,Tacoma,5,May,Spring,No,228202,706.61
2024-05-07,9.9,4.5,14.5,0.0,,6.9,1023.5,Tacoma,5,May,Spring,No,228202,694.51
2024-05-08,11.4,5.1,16.8,0.0,,8.7,1029.8,Tacoma,5,May,Spring,No,228202,696.01
2024-05-09,15.2,7.3,20.7,0.0,,11.0,1026.2,Tacoma,5,May,Spring,No,228202,699.81
2024-05-10,19.3,11.2,27.3,0.0,,6.7,1018.8,Tacoma,5,May,Spring,No,228202,703.91
2024-05-11,20.8,12.9,27.9,0.0,,4.7,1013.1,Tacoma,5,May,Spring,Yes,228202,1390.01
2024-05-12,17.3,10.7,24.0,0.0,,5.6,1014.4,Tacoma,5,May,Spring,Yes,228202,1386.51
2024-05-13,13.9,10.7,17.9,0.0,,8.6,1018.4,Tacoma,5,May,Spring,No,228202,698.51
2024-05-14,15.6,10.1,20.7,0.0,,10.1,1022.0,Tacoma,5,May,Spring,No,228202,700.21
2024-05-15,16.8,11.2,23.4,0.0,,7.0,1019.4,Tacoma,5,May,Spring,No,228202,701.41
2024-05-16,13.0,10.1,17.1,1.1,,17.1,1014.9,Tacoma,5,May,Spring,No,228202,698.71
2024-05-17,11.8,7.9,16.8,0.0,,13.9,1019.1,Tacoma,5,May,Spring,No,228202,696.41
2024-05-18,9.9,8.4,14.0,8.9,,10.0,1019.1,Tacoma,5,May,Spring,Yes,228202,1388.01
2024-05-19,11.1,6.8,16.8,0.0,,6.6,1023.5,Tacoma,5,May,Spring,Yes,228202,1380.31
2024-05-20,11.8,6.8,17.9,0.0,,8.7,1024.6,Tacoma,5,May,Spring,No,228202,696.41
2024-05-21,10.2,8.4,11.8,12.7,,17.6,1017.8,Tacoma,5,May,Spring,No,228202,707.51
2024-05-22,11.3,8.4,14.5,0.3,,12.5,1014.1,Tacoma,5,May,Spring,No,228202,696.21
2024-05-23,12.0,9.0,16.2,0.0,,11.0,1019.8,Tacoma,5,May,Spring,No,228202,696.61
2024-05-24,10.7,9.0,13.4,2.5,,9.9,1012.6,Tacoma,5,May,Spring,No,228202,697.81
2024-05-25,11.0,9.0,14.0,0.0,,18.4,1014.2,Tacoma,5,May,Spring,Yes,228202,1380.21
2024-05-26,11.4,9.5,15.7,2.3,,11.7,1020.0,Tacoma,5,May,Spring,Yes,228202,1382.91
2024-05-27,14.2,10.1,19.0,0.0,,9.3,1020.3,Tacoma,5,May,Spring,No,228202,698.81
2024-05-28,12.5,11.2,15.7,2.5,,10.8,1019.6,Tacoma,5,May,Spring,No,228202,699.61
2024-05-29,12.1,7.9,16.2,3.6,,12.1,1025.6,Tacoma,5,May,Spring,No,228202,700.31
2024-05-30,12.1,7.9,16.2,0.0,,8.6,1028.6,Tacoma,5,May,Spring,No,228202,696.71
2024-05-31,14.6,9.5,20.7,0.0,,10.4,1020.9,Tacoma,5,May,Spring,No,228202,699.21
